gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,HOS_D2_1_S4_L001,HOS_D2_2_S5_L001,HOS_D2_3_S6_L001,HOS_D3_1_S7_L001,HOS_D3_2_S8_L001,HOS_D3_3_S9_L001
ENSG00000006118,TMEM132A,54972,transmembrane protein 132A,4965.258375027303,0.341243740701797,0.038739930682970596,8.8085790213301,1.267422044464803e-18,6.212317897945941e-16,5153,5665,5118,4604,5140,4097
ENSG00000163131,CTSS,1520,cathepsin S,6989.042710933445,0.3110765717665571,0.03622583748176388,8.58714645101451,8.915595914446395e-18,4.208161271618698e-15,6999,7810,7418,6389,7660,5713
ENSG00000114942,EEF1B2,1933,eukaryotic translation elongation factor 1 beta 2,13526.1663203869,-0.219936205083832,0.025802721409022292,-8.523760017302987,1.544554839634398e-17,7.029931027250275e-15,11179,12762,11961,14938,17465,13631
ENSG00000064666,CNN2,1265,calponin 2,13926.352605486536,-0.20087008690267796,0.02398393816015356,-8.375191995633125,5.5133913958884876e-17,2.4228503430759614e-14,11639,13460,12143,15331,17699,14048
ENSG00000102317,RBM3,5935,RNA binding motif protein 3,10168.135465252282,-0.2419029170368988,0.029453984194700376,-8.212909854159022,2.1589162955464815e-16,8.87523524853044e-14,8274,9654,8854,11526,13193,10144
ENSG00000132359,RAP1GAP2,23108,RAP1 GTPase activating protein 2,2767.761255506189,-0.6487214129668983,0.07904456290126044,-8.20703397116962,2.2671943613722067e-16,9.029101544164813e-14,2168,2291,1733,3336,3979,3347
ENSG00000163874,ZC3H12A,80149,zinc finger CCCH-type containing 12A,836.7270108516236,0.7858285333170909,0.09581029889132804,8.201921321719388,2.365751196291158e-16,9.136100983495308e-14,948,1124,974,573,756,613
ENSG00000105373,NOP53,29997,NOP53 ribosome biogenesis factor,180.52452308828268,-1.8151752077761545,0.2252239320291794,-8.059424198050966,7.665465809558773e-16,2.8731969493240294e-13,76,78,75,230,328,324
ENSG00000137801,THBS1,7057,thrombospondin 1,13386.256670145169,-0.20329417369540992,0.025452317353168854,-7.9872559686632805,1.3797541684545164e-15,5.023882035081245e-13,11211,12758,11781,14578,17028,13666
ENSG00000142676,RPL11,6135,ribosomal protein L11,22255.743420473675,-0.17677767032422056,0.022521682392082586,-7.849221352413979,4.186281848400761e-15,1.4819437743338694e-12,18795,21704,19546,24079,27830,22674
ENSG00000092841,MYL6,4637,myosin light chain 6,10984.648220862684,-0.2058204655051735,0.026623778272159764,-7.730700857000377,1.0695608877197436e-14,3.683914581919031e-12,9235,10559,9522,12325,13874,10990
ENSG00000108691,CCL2,6347,C-C motif chemokine ligand 2,770.4469827523677,0.745674820124516,0.09653245589342198,7.724602189213842,1.1220319731026978e-14,3.7629409119002054e-12,877,945,946,580,655,578
ENSG00000143398,PIP5K1A,8394,phosphatidylinositol-4-phosphate 5-kinase type 1 alpha,37085.445855961785,-0.13379444800645798,0.01749669419917932,-7.6468415395139955,2.0597589144606188e-14,6.730658360483622e-12,31711,36528,33392,40205,46112,36355
ENSG00000077150,NFKB2,4791,nuclear factor kappa B subunit 2,9101.955350681306,0.21692573248221994,0.02848259478022779,7.616080422307826,2.6149479733052505e-14,8.331224242950529e-12,8968,9953,9178,8683,9998,7928
ENSG00000144028,SNRNP200,23020,small nuclear ribonucleoprotein U5 subunit 200,3621.077987454427,-0.6039825719489056,0.08016125483707,-7.5345947761985155,4.8985361448117653e-14,1.5226084055971008e-11,2181,3341,2782,4424,5428,3999
ENSG00000138755,CXCL9,4283,C-X-C motif chemokine ligand 9,3874.955333850593,0.42859149356529014,0.05726098002845264,7.484878766523479,7.161321141202742e-14,2.172949443416375e-11,3768,4842,4193,3315,3779,3313
ENSG00000082641,NFE2L1,4779,NFE2 like bZIP transcription factor 1,27159.17079611505,0.1541149961515195,0.02061922202160662,7.474336131112239,7.759457137655161e-14,2.2996865526111014e-11,25840,29017,27299,26636,30301,24288
ENSG00000154451,GBP5,115362,guanylate binding protein 5,23151.09462153328,0.16575078006953137,0.022224927266103693,7.457877278290393,8.792750680493776e-14,2.5467003334593788e-11,22151,25132,23037,22262,25644,20995
ENSG00000166441,RPL27A,6157,ribosomal protein L27a,24054.002341367748,-0.16057659246861572,0.02161455694536964,-7.4290947935907194,1.0934336737370161e-13,3.0966041640232294e-11,20286,23772,21247,26515,29851,23860
ENSG00000136244,IL6,3569,interleukin 6,1083.7470034894477,0.7842709329660411,0.10733745275829043,7.30659162121272,2.740036931293153e-13,7.429580989872329e-11,1281,1445,1214,697,933,874
ENSG00000119922,IFIT2,3433,interferon induced protein with tetratricopeptide repeats 2,41960.443116369854,0.19365284702148405,0.026526387317854613,7.300385261702731,2.8694490002129575e-13,7.618387095565403e-11,39674,46333,42668,39863,45154,38403
ENSG00000113083,LOX,4015,lysyl oxidase,8859.444784034718,0.2965076757571474,0.040769274868384636,7.2728219158756815,3.5205431488035814e-13,9.156286099663845e-11,8627,10586,8901,7859,9783,7533
ENSG00000124201,ZNFX1,57169,zinc finger NFX1-type containing 1,9493.02805431007,0.25254556000093786,0.03488078850243818,7.24024802315707,4.4786494655633584e-13,1.1415181757827887e-10,9538,10787,9334,9177,9942,8219
ENSG00000173193,PARP14,54625,poly(ADP-ribose) polymerase family member 14,49163.59565322268,0.1302963936016483,0.018070766152398773,7.210341415676631,5.581176181924349e-13,1.394637436518508e-10,46715,52382,48469,48940,54794,44498
ENSG00000167767,KRT80,144501,keratin 80,3879.388961598378,-0.32109434264378905,0.04465406464710741,-7.190708061658813,6.445617115849679e-13,1.5796720100843906e-10,3204,3576,3131,4520,5174,3944
ENSG00000113140,SPARC,6678,secreted protein acidic and cysteine rich,15407.677800003663,-0.21701603627239152,0.03023709800253728,-7.177144984422152,7.118219120835211e-13,1.7115959335079988e-10,12394,14769,13806,16784,19925,15673
ENSG00000161970,RPL26,6154,ribosomal protein L26,52428.035428221185,-0.18421514491466448,0.02584354601247341,-7.128090890690963,1.0177056956712339e-12,2.401785441784112e-10,43182,52063,45948,58198,63991,53690
ENSG00000116260,QSOX1,5768,quiescin sulfhydryl oxidase 1,13016.091621901385,0.1818850204441669,0.025726654451262595,7.06990568045821,1.5503903976623656e-12,3.592395495965307e-10,12506,14344,12910,12827,14459,11281
ENSG00000188846,RPL14,9045,ribosomal protein L14,17090.466091188093,-0.15446961293698322,0.02196109063559534,-7.033786049159745,2.010032668788589e-12,4.574260059114603e-10,14539,16693,15250,18612,21402,16902
ENSG00000149289,ZC3H12C,85463,zinc finger CCCH-type containing 12C,1531.272102245998,0.4863497388184897,0.06977105920022622,6.970651504985505,3.1547657217486497e-12,7.053391992625402e-10,1678,1811,1639,1312,1444,1262
ENSG00000165029,ABCA1,19,ATP binding cassette subfamily A member 1,575.8077095597698,0.7893050837799449,0.11399924830328388,6.923774459284816,4.397658795388529e-12,9.662717877315762e-10,711,711,669,399,523,413
ENSG00000143545,RAB13,5872,"RAB13, member RAS oncogene family",7960.080003887859,0.23814428255941705,0.034514492193516697,6.8998344586437454,5.2063173070425374e-12,1.124564538321188e-9,7669,8818,8262,7618,8396,7027
ENSG00000156508,EEF1A1,1915,eukaryotic translation elongation factor 1 alpha 1,173732.64853661638,-0.11481494607308183,0.016661535589355608,-6.89101826523316,5.539442487640709e-12,1.1765775843748866e-9,150227,174913,154458,187879,216158,167406
ENSG00000143367,TUFT1,7286,tuftelin 1,12544.292427166918,-0.17655752945078446,0.025680731663346223,-6.875097320641481,6.194755325750187e-12,1.2941960962518095e-9,10534,12242,11077,13701,15989,12417
ENSG00000107263,RAPGEF1,2889,Rap guanine nucleotide exchange factor 1,5601.599584280975,0.2589255582247944,0.03768696292917619,6.870427811107631,6.400964933686184e-12,1.3157080179822053e-9,5664,6291,5574,5361,5954,4794
ENSG00000138326,RPS24,6229,ribosomal protein S24,20065.5551827028,-0.15100782304577495,0.022015631456446267,-6.859118410685388,6.928679163883653e-12,1.4015728137227504e-9,16998,19821,17843,22028,25025,19699
ENSG00000142534,RPS11,6205,ribosomal protein S11,26443.72857526983,-0.15554596986269442,0.022733195796154,-6.842239483504984,7.796460576944793e-12,1.552470212384132e-9,22385,26405,23153,28498,33018,26534
ENSG00000171951,SCG2,7857,secretogranin II,769.018010360051,-0.6460093077387786,0.095244605351384945,-6.7826340962353,1.1800424348933847e-11,2.3136093523509685e-9,527,627,570,1036,1079,850
ENSG00000118257,NRP2,8828,neuropilin 2,7081.837689805134,0.2317421543726504,0.03460781254579746,6.696238141777372,2.1385312369679845e-11,4.129309406654544e-9,6832,8114,7052,6698,7658,6219
ENSG00000185215,TNFAIP2,7127,TNF alpha induced protein 2,4387.387866413771,0.26383606652844155,0.0396145208273559,6.660084762308899,2.7366970610170445e-11,5.2054428874031666e-9,4388,4924,4439,4144,4659,3788
ENSG00000140464,PML,5371,PML nuclear body scaffold,7986.494839527557,0.2480414448840177,0.037325282835925684,6.645400276653152,3.0239414350262155e-11,5.667222007055013e-9,7908,8903,8101,7873,8726,6519
ENSG00000109320,NFKB1,4790,nuclear factor kappa B subunit 1,6035.490550552628,0.24007030986136993,0.0363482574835505,6.6047267869722335,3.982511184685905e-11,7.355525005454662e-9,5886,6755,6142,5532,6683,5285
ENSG00000271503,CCL5,6352,C-C motif chemokine ligand 5,7172.12265759414,0.3225279594465364,0.04892623700317592,6.592126826054502,4.335699575367975e-11,7.89345076978421e-9,6964,8578,7396,6118,7591,6403
ENSG00000115267,IFIH1,64135,interferon induced with helicase C domain 1,18131.99268468121,0.14402216332340204,0.021933298271731683,6.566370526635398,5.155643429158552e-11,9.254016881858674e-9,17053,19717,17937,17721,20476,16256
ENSG00000145632,PLK2,10769,polo like kinase 2,5931.371383988992,-0.26253947070594336,0.040028935739047734,-6.558742216317266,5.426351217989812e-11,9.604641655841968e-9,4720,5466,5306,6651,7624,6160
ENSG00000145425,RPS3A,6189,ribosomal protein S3A,21848.493611106176,-0.15498014519621017,0.023789202274956796,-6.514726446265069,7.282224691690731e-11,1.2712968694644753e-8,18443,21541,19454,23974,27784,21116
ENSG00000173918,C1QTNF1,114897,C1q and TNF related 1,620.3620661759758,0.7640488837952344,0.11731829546650463,6.512614940040421,7.38536610179146e-11,1.2718798054220319e-8,729,846,670,477,488,478
ENSG00000108797,CNTNAP1,8506,contactin associated protein 1,7513.384694329281,0.2104376766756798,0.03256527458965986,6.462026785504154,1.0330980599935753e-10,1.755440223541083e-8,7308,8403,7456,7043,8409,6582
ENSG00000140988,RPS2,6187,ribosomal protein S2,89268.3353681405,-0.09332185924908526,0.014522171328504013,-6.426164320614631,1.3086394027484679e-10,2.1943816511350623e-8,78058,89047,81083,95422,108438,87246
ENSG00000175567,UCP2,7351,uncoupling protein 2,2871.6693861080435,-0.3247352459058507,0.05069891205332603,-6.405171881485115,1.502000732897955e-10,2.485908745461239e-8,2364,2603,2357,3288,3921,2909
ENSG00000229117,RPL41,6171,ribosomal protein L41,42162.86493965317,-0.13270079245886102,0.020732820213559773,-6.4005181683903976,1.5485052234112367e-10,2.530019303481128e-8,35977,42136,37535,46331,52605,40579
ENSG00000120738,EGR1,1958,early growth response 1,656.8985059548096,-0.634484537203652,0.0994638428017232,-6.379047092202833,1.7819324146605494e-10,2.874550214232157e-8,450,526,503,800,961,765
ENSG00000100647,SUSD6,9766,sushi domain containing 6,1728.5218665732798,0.4003303982086818,0.0628244765244737,6.3722042801698535,1.8633046599876656e-10,2.9682443233603514e-8,1787,1968,1892,1535,1820,1364
ENSG00000119917,IFIT3,3437,interferon induced protein with tetratricopeptide repeats 3,69487.34188391408,0.12346699524274143,0.01950681265770417,6.329429487496433,2.46069309252299e-10,3.871490465569505e-8,64734,74550,68911,68101,77857,64005
ENSG00000100697,DICER1,23405,"dicer 1, ribonuclease III",5756.4401217427785,0.2223881283903018,0.03518275460936809,6.320941349233828,2.5997469161984483e-10,4.0403871585406126e-8,5689,6300,5811,5520,6223,5038
ENSG00000115963,RND3,390,Rho family GTPase 3,17962.052724961013,0.14162440923092243,0.02282742970167211,6.204132969930839,5.499926971836776e-10,8.444707148082876e-8,17059,19204,17861,17665,20532,15843
ENSG00000179630,LACC1,144811,laccase domain containing 1,1887.432512699316,0.3789497557318123,0.061212723379487195,6.190702435873012,5.989668811084915e-10,9.087183253388829e-8,1917,2216,1998,1716,1859,1597
ENSG00000172270,BSG,682,basigin (Ok blood group),16490.229056909688,-0.13693871672271704,0.022172395945159278,-6.176090173629331,6.570846728437906e-10,9.851631847907373e-8,14164,16153,14814,17794,20586,16226
ENSG00000148677,ANKRD1,27063,ankyrin repeat domain 1,1618.7992072526833,-0.5073540950302995,0.08218955547978939,-6.172975289482605,6.701668950587341e-10,9.930938268172682e-8,1213,1360,1265,2000,1996,1962
ENSG00000140511,HAPLN3,145864,hyaluronan and proteoglycan link protein 3,2694.804625774895,0.3116976320114059,0.05052011336941081,6.169773011636475,6.838809780507816e-10,1.001767722330938e-7,2686,3066,2824,2408,2924,2276
ENSG00000228716,DHFR,1719,dihydrofolate reductase,902.0288496335977,-0.5441758770226957,0.0887428495762021,-6.132053225938168,8.675206719116898e-10,1.2563276639593835e-7,657,781,673,1037,1331,1021
ENSG00000164442,CITED2,10370,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2,4272.144963028028,-0.24633232664457438,0.040444963515406065,-6.090556282755525,1.1251901654157901e-9,1.611171176186385e-7,3463,4036,3733,4753,5530,4373
ENSG00000119335,SET,6418,SET nuclear proto-oncogene,22191.677889934814,-0.1648997098955108,0.027229072259925793,-6.056016463631075,1.3953372757804586e-9,1.9757975825051293e-7,18579,21384,20148,24298,27037,22654
ENSG00000114127,XRN1,54464,5'-3' exoribonuclease 1,5581.938987468029,0.21853038847748432,0.03610418466964672,6.052771734829005,1.4237454788453933e-9,1.9938694925720543e-7,5529,6092,5618,5424,6076,4807
ENSG00000124177,CHD6,84181,chromodomain helicase DNA binding protein 6,5864.108162522322,0.23878947554288496,0.03962453053782424,6.026304218669407,1.677512960813171e-9,2.3237201274568532e-7,5864,6454,5907,5452,6230,5283
ENSG00000130402,ACTN4,81,actinin alpha 4,31251.63168934577,-0.10657848229514785,0.017734630637214952,-6.00962514953652,1.8595277170340954e-9,2.525182544678717e-7,27255,30983,28234,33655,38453,30331
ENSG00000140836,ZFHX3,463,zinc finger homeobox 3,497.06951436470695,0.9017253547119243,0.15005349414312524,6.00935926125008,1.86257971751255e-9,2.525182544678717e-7,635,679,547,407,446,253
ENSG00000174807,CD248,57124,CD248 molecule,952.3469989924964,-0.5939426674646665,0.09891021761441472,-6.004866653716754,1.914892158690883e-9,2.5687774389849065e-7,693,838,653,1143,1269,1188
ENSG00000092199,HNRNPC,3183,heterogeneous nuclear ribonucleoprotein C,41724.07820952876,-0.13251698529473188,0.022281355666734073,-5.947438175522637,2.723715883480991e-9,3.596177205419698e-7,35201,41492,37746,44795,50960,41984
ENSG00000131323,TRAF3,7187,TNF receptor associated factor 3,6104.381552097155,0.21917195247623028,0.036862375265591246,5.945681766221228,2.75308555946618e-9,3.596177205419698e-7,6065,6586,6196,5798,6572,5434
ENSG00000171552,BCL2L1,598,BCL2 like 1,5200.240746204217,-0.23131298643691317,0.038909159536974616,-5.944949446083536,2.7654218936843254e-9,3.596177205419698e-7,4219,5068,4473,5898,6618,5236
ENSG00000115380,EFEMP1,2202,EGF containing fibulin extracellular matrix protein 1,1012.8388654847574,-0.5017319333480404,0.08456835690788599,-5.93285658718118,2.977088807239703e-9,3.8323252282285626e-7,736,860,814,1160,1491,1112
ENSG00000136942,RPL35,11224,ribosomal protein L35,18177.97045073756,-0.1418626235144033,0.02393923661146591,-5.925946003075843,3.1050461254842706e-9,3.957070782317154e-7,15331,17829,16515,19797,22777,17742
ENSG00000164924,YWHAZ,7534,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta,22174.111414849,-0.1270810863111642,0.02149809296734906,-5.9112725256222864,3.394748340893596e-9,4.283432956074058e-7,19078,21823,20010,23886,27924,21448
ENSG00000152894,PTPRK,5796,protein tyrosine phosphatase receptor type K,6668.241664956518,-0.21209055373439123,0.03590558375140842,-5.9068961307744186,3.4861339524963557e-9,4.3556167735895643e-7,5524,6405,5827,7211,8428,6956
ENSG00000115310,RTN4,57142,reticulon 4,1009.3152956117111,-0.5594293635978742,0.09544068177095345,-5.861539892814677,4.585942681083253e-9,5.674102284245144e-7,647,907,799,1277,1452,1081
ENSG00000130779,CLIP1,6249,CAP-Gly domain containing linker protein 1,5648.4270561420835,0.25828283618264486,0.04451375498306138,5.802315178329217,6.540547058671177e-9,8.014685741894758e-7,5892,6283,5489,5305,6265,4719
ENSG00000101608,MYL12A,10627,myosin light chain 12A,19356.354857264658,-0.13186256243824743,0.022768272199520476,-5.7915050067358465,6.975847920250041e-9,8.466686275777763e-7,16439,19300,17367,20900,24228,18889
ENSG00000103187,COTL1,23406,coactosin like F-actin binding protein 1,10954.11267852016,-0.15701773910717545,0.027214693078932657,-5.769594338314455,7.94625842866808e-9,9.553501642919435e-7,9226,10724,9820,11826,13766,10917
ENSG00000168385,SEPTIN2,4735,septin 2,25810.605822768455,-0.1254770782623537,0.021935761486705264,-5.720206172847125,1.0639487024442866e-8,1.267192734948597e-6,22284,25808,22871,27541,31730,25786
ENSG00000175334,BANF1,8815,BAF nuclear assembly factor 1,13598.770973763965,-0.17847588108943377,0.03121261381100289,-5.718069052791678,1.0774136127176842e-8,1.2713480630068673e-6,11164,13670,11878,15148,16877,13584
ENSG00000106366,SERPINE1,5054,serpin family E member 1,10480.724966779126,0.19383969375593446,0.03405860193848505,5.691357916159861,1.2603300719962315e-8,1.473545544726603e-6,10021,11906,10245,10071,11999,8912
ENSG00000182718,ANXA2,302,annexin A2,52599.66398676687,-0.10155060315874485,0.017888770786688032,-5.676779269502069,1.3725439470980115e-8,1.590154551074278e-6,45720,52520,47602,56120,65804,50407
ENSG00000164241,C5orf63,401207,chromosome 5 open reading frame 63,3212.913513608144,-0.35761888068792974,0.06302344931790317,-5.674378101459141,1.3919339086328158e-8,1.5980906064519463e-6,2407,2991,2705,3484,4189,3695
ENSG00000102144,PGK1,5230,phosphoglycerate kinase 1,8734.692168961603,-0.19096956104695523,0.03367785391599415,-5.6704789302581045,1.4239888236129485e-8,1.6202958542967336e-6,7348,8510,7593,9608,11443,8459
ENSG00000124782,RREB1,6239,ras responsive element binding protein 1,2623.861742934648,0.2927855743860513,0.05198523580117309,5.632090917233934,1.7803777831952734e-8,2.0078880061097846e-6,2598,2907,2791,2375,2840,2242
ENSG00000130294,KIF1A,547,kinesin family member 1A,10966.977355470823,0.1636299741261315,0.02909231386495023,5.624508758076794,1.860366161423166e-8,2.0796935404541075e-6,10770,11730,10767,10526,12311,9854
ENSG00000124222,STX16,8675,syntaxin 16,8379.32481610528,0.20551183943231094,0.03665296580073901,5.60696344600216,2.0590712672589992e-8,2.2818090634737987e-6,8233,9138,8402,7643,9379,7573
ENSG00000116251,RPL22,6146,ribosomal protein L22,10670.55931175061,-0.16115112608453822,0.02888655682729117,-5.578758557069957,2.422412005289789e-8,2.661311947880437e-6,9196,10255,9487,11732,13613,10318
ENSG00000197081,IGF2R,3482,insulin like growth factor 2 receptor,22344.256431681788,0.17727272517389764,0.03181709021235768,5.571619654428529,2.5238193540340938e-8,2.749021696394059e-6,22517,23580,21926,21676,24141,20319
ENSG00000137154,RPS6,6194,ribosomal protein S6,53720.262981515574,-0.11545117592965232,0.02089961952710846,-5.524080272365868,3.312160167231346e-8,3.5771329806098538e-6,46489,54100,47679,57457,67930,51510
ENSG00000092010,PSME1,5720,proteasome activator subunit 1,1321.0262748531109,-0.578237739116857,0.10471084558481546,-5.522233498233822,3.3471725922507135e-8,3.5845686987935374e-6,833,1139,1080,1834,1645,1493
ENSG00000161016,RPL8,6132,ribosomal protein L8,36606.700419343004,-0.09815599437194422,0.017830643477903887,-5.504904772145841,3.6936787148134366e-8,3.92268679513187e-6,31974,36685,32964,38833,45365,35507
ENSG00000118181,RPS25,6230,ribosomal protein S25,20960.523795145204,-0.13509282736777373,0.024566037903760104,-5.499170354495638,3.815823490442669e-8,4.018913600181932e-6,17757,21208,18502,22611,26113,20640
ENSG00000116514,RNF19B,127544,ring finger protein 19B,759.9800162039501,0.631352359110178,0.11505567682897139,5.4873638268946445,4.07976294583468e-8,4.261680244403046e-6,748,1042,874,696,651,534
ENSG00000154237,LRRK1,79705,leucine rich repeat kinase 1,4233.8884998349395,0.22590761914286916,0.04121189800790001,5.481611623409443,4.2146866783357785e-8,4.366826587700094e-6,4181,4687,4245,3931,4737,3680
ENSG00000122406,RPL5,6125,ribosomal protein L5,16920.496109616557,-0.15314968501755322,0.02797681057991112,-5.474165276277885,4.395786624304217e-8,4.517734253236528e-6,14402,16937,14741,18455,21676,16299
ENSG00000184557,SOCS3,9021,suppressor of cytokine signaling 3,3943.352097377057,0.23761529765945494,0.04346029519658056,5.4674110376993115,4.566562682412572e-8,4.6557019859732655e-6,3806,4455,4008,3805,4365,3289
ENSG00000145287,PLAC8,51316,placenta associated 8,1920.033191637995,-0.3609250341011593,0.0663025320375774,-5.443608607535571,5.2211874738840665e-8,5.280858187871313e-6,1442,1821,1577,2121,2660,2054
ENSG00000034510,TMSB10,9168,thymosin beta 10,16859.477356290117,-0.13203270236128167,0.02435339032756853,-5.421532714146087,5.909018025541457e-8,5.929490213976404e-6,14467,16871,14916,18075,21255,16451
ENSG00000113013,HSPA9,3313,heat shock protein family A (Hsp70) member 9,41858.63623999478,-0.13191633472251935,0.024342599641497854,-5.419155581790698,5.988119032165824e-8,5.961921011400098e-6,35968,40370,38364,45115,50549,42387
ENSG00000143420,ENSA,2029,endosulfine alpha,4929.6925309252,-0.20879782078607306,0.038573434942387,-5.412995267285166,6.197912911836755e-8,6.122961406856404e-6,4077,4731,4337,5364,6410,4952
ENSG00000100234,TIMP3,7078,TIMP metallopeptidase inhibitor 3,2238.4923588500205,-0.30534152355852867,0.056483132285974985,-5.4058886467659,6.448785335377096e-8,6.306521825534913e-6,1854,2102,1799,2506,2956,2359
ENSG00000196262,PPIA,5478,peptidylprolyl isomerase A,22364.331321782818,-0.1478294520367718,0.027350759267503747,-5.404948747160097,6.482692711433408e-8,6.306521825534913e-6,18839,22005,20140,24461,26915,22747
ENSG00000168477,TNXB,7148,tenascin XB,111.04507520782559,1.589840559337845,0.29459763157993296,5.396650851575074,6.789632901110806e-8,6.55508194634516e-6,205,140,129,54,56,63
