gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,HOS_D1_1_S1_L001,HOS_D1_2_S2_L001,HOS_D1_3_S3_L001,HOS_D2_1_S4_L001,HOS_D2_2_S5_L001,HOS_D2_3_S6_L001,HOS_D3_1_S7_L001,HOS_D3_2_S8_L001,HOS_D3_3_S9_L001,HOS_Media_1_S10_L001,HOS_Media_2_S11_L001
ENSG00000113739,STC2,8614,stanniocalcin 2,42838.6031413339,2.011622242063604,0.03529452305631395,56.995308843073836,0,0,56765,49475,53368,48406,53977,49290,52212,58395,46938,10224,10316
ENSG00000115267,IFIH1,64135,interferon induced with helicase C domain 1,13799.750634341855,5.933515484083644,0.10345697311968097,57.352494521752945,0,0,17537,15434,16397,17053,19717,17937,17721,20476,16256,205,255
ENSG00000115415,STAT1,6772,signal transducer and activator of transcription 1,53143.18157529302,3.651637449272469,0.029572772229341286,123.47971373645571,0,0,72220,63865,68237,59131,67081,61547,70104,80243,61653,4008,4481
ENSG00000115902,SLC1A4,6509,solute carrier family 1 member 4,5115.434394635822,2.0399388844682855,0.051642924772275355,39.50083953346175,0,0,6979,6111,6549,5589,6585,5879,6057,6934,5407,1159,1251
ENSG00000116044,NFE2L2,4780,NFE2 like bZIP transcription factor 2,10748.374494245985,1.421784353177285,0.03478524173174964,40.87320606082134,0,0,13677,12342,12952,11178,12838,11913,13590,14876,11402,3721,3840
ENSG00000116133,DHCR24,1718,24-dehydrocholesterol reductase,5301.773895072818,-2.3233770777097047,0.04382187556922029,-53.01865900376029,0,0,3663,3251,3522,2790,3138,2944,3228,3695,2813,12441,13210
ENSG00000116717,GADD45A,1647,growth arrest and DNA damage inducible alpha,14786.965303187584,3.2845789215723338,0.06480929908512069,50.6806734209293,0,0,18208,17528,18450,17586,19792,18338,18351,20924,17435,1537,1488
ENSG00000116761,CTH,1491,cystathionine gamma-lyase,3306.4704879792953,3.204796039965522,0.06367623330606556,50.32954798945755,0,0,4490,3860,4336,3641,4151,3842,4278,4999,3766,356,359
ENSG00000117228,GBP1,2633,guanylate binding protein 1,64621.03070627512,5.79611267584929,0.07755689043996068,74.73369088122801,0,0,79190,72844,77462,76418,89265,82073,85912,98366,80842,1163,1201
ENSG00000119917,IFIT3,3437,interferon induced protein with tetratricopeptide repeats 3,52211.206875086405,6.069045245537028,0.1282616626466965,47.317687298772455,0,0,63298,57083,60942,64734,74550,68911,68101,77857,64005,668,921
ENSG00000119922,IFIT2,3433,interferon induced protein with tetratricopeptide repeats 2,31437.679308830633,6.3743320546624345,0.1329121720808858,47.95897888707465,0,0,37535,34745,36330,39674,46333,42668,39863,45154,38403,351,422
ENSG00000122406,RPL5,6125,ribosomal protein L5,25108.721761786674,-1.9530255481014231,0.050258025427870875,-38.85997373502783,0,0,18981,16934,18027,14402,16937,14741,18455,21676,16299,51541,55165
ENSG00000123689,G0S2,50486,G0/G1 switch 2,3258.390152788248,5.033907111706975,0.1340104353163183,37.56354570317557,0,0,4040,3787,4137,4042,4599,4404,3882,4661,3721,86,116
ENSG00000125347,IRF1,3659,interferon regulatory factor 1,10465.462924407539,3.999415108126281,0.0726146631853071,55.0772382971753,0,0,13524,12022,13151,12054,14325,13149,13372,14827,12621,695,620
ENSG00000125648,SLC25A23,79085,solute carrier family 25 member 23,2697.83652423929,-1.7667900504256833,0.03676757493498832,-48.05293940516027,0,0,2113,1907,2059,1691,1985,1845,2048,2258,1849,5229,5440
ENSG00000125691,RPL23,9349,ribosomal protein L23,14707.046967790118,-1.9647690729065448,0.03514053467095637,-55.911758068110025,0,0,11025,9909,10390,8591,9993,9040,10831,11930,9424,29811,33001
ENSG00000125826,RBCK1,10616,RANBP2-type and C3HC4-type zinc finger containing 1,9804.53097372232,1.5617399131271485,0.03732071077229138,41.84646757281634,0,0,13255,11061,12232,10375,11852,10931,12149,13255,10340,3049,3258
ENSG00000126709,IFI6,2537,interferon alpha inducible protein 6,6724.36806913765,5.4668152294271115,0.0960327802433885,56.92655378269632,0,0,9148,8031,8573,7614,8751,7776,9714,9696,8011,144,165
ENSG00000128165,ADM2,79924,adrenomedullin 2,3820.3206415360014,2.52288037213469,0.05957163139580243,42.35036565260925,0,0,4989,4689,4933,4242,4784,4617,4854,5174,4168,646,660
ENSG00000128965,CHAC1,79094,ChaC glutathione specific gamma-glutamylcyclotransferase 1,4003.385846875023,2.917629813396191,0.06455440099032245,45.196450879213984,0,0,5791,4794,5072,4498,5150,4782,4987,5528,4348,477,575
ENSG00000130175,PRKCSH,5589,protein kinase C substrate 80K-H,7388.000259697098,-1.514959043345947,0.03588668109300312,-42.215078051375464,0,0,6373,5649,6277,5072,5703,5206,5846,6651,5465,13071,13274
ENSG00000130303,BST2,684,bone marrow stromal cell antigen 2,7852.058574207082,8.135061600935522,0.1966011507718273,41.37850449500658,0,0,10663,9251,9972,8845,9909,9350,10664,12109,9933,24,33
ENSG00000130487,KLHDC7B,113730,kelch domain containing 7B,6113.173998067089,7.051003766360947,0.1542560083113018,45.709751234658036,0,0,8848,7657,8301,6641,7638,6931,8152,9018,7432,42,52
ENSG00000130589,HELZ2,85441,helicase with zinc finger 2,19795.073922897915,4.420711732526276,0.07965322437262501,55.499469950466604,0,0,28279,23515,24976,25123,27310,24868,23407,26516,21821,864,1006
ENSG00000130635,COL5A1,1289,collagen type V alpha 1 chain,16601.807534092502,-2.7509925516080775,0.06504261961565273,-42.29522992561083,0,0,9691,9039,9725,7289,8419,7191,8202,9295,8058,44618,46779
ENSG00000130766,SESN2,83667,sestrin 2,4526.498234924097,2.2289673571979494,0.05216788236495078,42.72681305337958,0,0,5949,5051,5572,5000,5627,5253,5593,6460,5410,938,943
ENSG00000131389,SLC6A6,6533,solute carrier family 6 member 6,2837.938266028587,-2.1137851361464364,0.048482758983270605,-43.598697361175674,0,0,2135,1818,1907,1757,1874,1642,1770,2057,1748,6247,6531
ENSG00000131473,ACLY,47,ATP citrate lyase,11609.820973058808,-1.139020645240439,0.030033744012694263,-37.92469712597313,0,0,11196,9744,10622,8820,9972,8931,10076,11571,9232,17317,17712
ENSG00000132274,TRIM22,10346,tripartite motif containing 22,7850.665275983371,6.816361427100372,0.13749906963869335,49.57387308155424,0,0,9923,9117,9882,9406,10919,10139,9758,11832,9406,65,77
ENSG00000132530,XAF1,54739,XIAP associated factor 1,25247.559826103654,6.356481172893137,0.07710855112503859,82.43548971093387,0,0,32799,29655,31017,29167,33231,30985,33584,39210,31210,284,344
ENSG00000133106,EPSTI1,94240,epithelial stromal interaction 1,3550.3203940972044,4.316894908807208,0.08865463402507145,48.69339269491986,0,0,4700,4247,4689,4092,4526,4151,4659,5239,4255,217,142
ENSG00000134247,PTGFRN,5738,prostaglandin F2 receptor inhibitor,2185.0636565192826,-1.9241314517547687,0.045912529292919765,-41.90863542888045,0,0,1775,1432,1562,1398,1532,1377,1517,1742,1373,4563,4615
ENSG00000134352,IL6ST,3572,interleukin 6 cytokine family signal transducer,16325.420974711957,1.4642497941141928,0.03008265221422005,48.674225387017,0,0,21068,18519,19510,17604,19704,18008,19844,22946,17488,5582,5589
ENSG00000134824,FADS2,9415,fatty acid desaturase 2,7094.586381806104,-2.7018453473282094,0.05802013966075497,-46.567370625544136,0,0,4318,3862,3730,3141,3848,3288,3635,3983,3702,18854,19664
ENSG00000135069,PSAT1,29968,phosphoserine aminotransferase 1,39776.62313794902,1.6553925490686785,0.03420853838784785,48.3912095366441,0,0,53526,47513,50770,41877,47758,43590,47840,55316,41739,11407,12693
ENSG00000135114,OASL,8638,2'-5'-oligoadenylate synthetase like,6437.236436019126,6.508751312837578,0.13096530529421627,49.698286872355496,0,0,8617,7404,7949,7645,8536,8066,8580,9516,7799,68,76
ENSG00000135899,SP110,3431,SP110 nuclear body protein,12226.68405317701,4.241642618837445,0.0770702704570939,55.03604170169387,0,0,15646,13532,14632,13952,16132,15127,16389,18848,15310,658,645
ENSG00000136235,GPNMB,10457,glycoprotein nmb,7125.570140274128,-1.97403524007719,0.0507408231757531,-38.904280942381284,0,0,5391,5030,5090,3959,4908,4204,5073,5665,4710,14867,15644
ENSG00000137496,IL18BP,10068,interleukin 18 binding protein,3661.205528524494,5.421232408637996,0.13496305732372313,40.168269125932724,0,0,4631,4162,4454,4210,5311,4461,4690,5567,4570,63,111
ENSG00000137628,DDX60,55601,DExD/H-box helicase 60,6556.521559665914,4.841607422227114,0.07578901696502027,63.88270512153118,0,0,8933,8164,8248,7443,8614,7642,8917,9662,7579,249,214
ENSG00000137965,IFI44,10561,interferon induced protein 44,4370.508488673202,5.699549484060936,0.13204267840191933,43.16444919961643,0,0,5418,4967,5225,5120,5891,5299,5890,6919,5529,82,89
ENSG00000138496,PARP9,83666,poly(ADP-ribose) polymerase family member 9,5594.110366834072,3.994473108009471,0.07713584307145996,51.7849154031923,0,0,7198,6346,6991,6433,7743,6765,7318,8168,6731,334,373
ENSG00000138646,HERC5,51191,HECT and RLD domain containing E3 ubiquitin protein ligase 5,5729.8063470748075,3.9508858225604904,0.085290398005617,46.322750449591005,0,0,7253,6471,6967,6381,7686,7295,7756,8475,6921,331,416
ENSG00000138685,FGF2,2247,fibroblast growth factor 2,3973.4051622496613,2.2031049308946518,0.05731846384775408,38.43621728499928,0,0,5472,4908,5156,4441,4776,4445,4701,5794,4170,813,868
ENSG00000139269,INHBE,83729,inhibin subunit beta E,9348.189992640433,5.42688774960937,0.08707778160855678,62.322301388028144,0,0,13018,11287,12452,11379,12557,11539,11890,12908,10285,231,210
ENSG00000140105,WARS1,7453,tryptophanyl-tRNA synthetase 1,199073.08750559457,3.6089758322926304,0.02697740386548118,133.77772932815375,0,0,269541,236258,254192,220395,251697,232975,262905,296269,236304,15729,16995
ENSG00000142089,IFITM3,10410,interferon induced transmembrane protein 3,32252.47390341644,2.5733379881233356,0.04473380529477158,57.525577606609374,0,0,44456,37755,40838,34233,39741,34843,41632,50367,36585,5108,5562
ENSG00000143384,MCL1,4170,"MCL1 apoptosis regulator, BCL2 family member",41758.30918674764,1.2047202651344633,0.029364685012840588,41.02615998120407,0,0,53221,47423,50235,44513,49954,46942,48315,55488,43822,16229,17515
ENSG00000145623,OSMR,9180,oncostatin M receptor,13919.789199146135,2.4166296903416296,0.04780734173082174,50.54934248275952,0,0,18392,16597,17259,15860,18443,16439,16904,19303,15110,2373,2743
ENSG00000149131,SERPING1,710,serpin family G member 1,12361.78400153152,5.4827801000581635,0.10719667501094313,51.14692316248108,0,0,14871,13885,14195,14216,16823,15384,16439,19387,16690,286,275
ENSG00000149716,LTO1,220064,LTO1 maturation factor of ABCE1,5576.574622610131,2.281880909589973,0.041679156484648386,54.748730589844214,0,0,7401,6551,6945,6181,7115,6362,6835,7775,6433,1043,1197
ENSG00000151012,SLC7A11,23657,solute carrier family 7 member 11,7207.150870673544,1.9791639700431725,0.03477919332942976,56.90655189430245,0,0,9884,8600,8948,7815,8714,7931,8740,10247,8036,1702,1832
ENSG00000152778,IFIT5,24138,interferon induced protein with tetratricopeptide repeats 5,7144.0904794028065,2.5358121362241044,0.04659828223871469,54.418575415153526,0,0,9357,8264,8951,7801,8814,8262,9407,10203,8432,1209,1212
ENSG00000153879,CEBPG,1054,CCAAT enhancer binding protein gamma,5732.957616633332,1.719525855382677,0.04322912227726646,39.77702448719274,0,0,7757,6842,7247,6060,7154,6124,6970,7954,6046,1595,1736
ENSG00000154451,GBP5,115362,guanylate binding protein 5,17304.87798905379,8.467312339422916,0.19247258743966975,43.992302758838235,0,0,20872,18957,20057,22151,25132,23037,22262,25644,20995,40,60
ENSG00000156587,UBE2L6,9246,ubiquitin conjugating enzyme E2 L6,10953.050700370786,4.498021712434133,0.06063329297967473,74.18402483833334,0,0,15100,13025,14072,11900,14035,12524,14717,16895,13282,444,537
ENSG00000157601,MX1,4599,MX dynamin like GTPase 1,59795.25849448595,7.481377558744476,0.0771663840571369,96.95125215670313,0,0,79070,68382,73709,68722,78555,75026,81117,90587,74429,343,339
ENSG00000159403,C1R,715,complement C1r,14104.429314862167,4.986992710460921,0.05795925064962158,86.0430846597476,0,0,19067,16863,18702,16026,18618,17288,17930,20473,16790,425,477
ENSG00000160710,ADAR,103,adenosine deaminase RNA specific,15012.266469511345,1.5708622682168716,0.034092803966041516,46.076065488234555,0,0,19258,16829,17861,16687,18541,16508,18283,20554,16787,4576,5027
ENSG00000160712,IL6R,3570,interleukin 6 receptor,1925.1328791286132,-1.7128374857882582,0.04459204741059234,-38.411277015762074,0,0,1621,1397,1456,1198,1413,1279,1478,1680,1367,3602,3855
ENSG00000161091,MFSD12,126321,major facilitator superfamily domain containing 12,3552.155541579238,1.5653856331464493,0.04119274992833604,38.00148414150029,0,0,4738,4116,4397,3790,4276,3870,4187,5012,3838,1103,1177
ENSG00000162521,RBBP4,5928,"RB binding protein 4, chromatin remodeling factor",3130.3047395398053,-1.5450650866463498,0.03955449479393036,-39.0616817303767,0,0,2609,2366,2577,2148,2359,2215,2461,2917,2309,5306,6020
ENSG00000162645,GBP2,2634,guanylate binding protein 2,9866.623204575237,3.414348202738837,0.07543906330286052,45.25968448244732,0,0,12010,11259,11973,11047,12500,11919,13368,15279,12274,949,899
ENSG00000162654,GBP4,115361,guanylate binding protein 4,8441.160979402224,3.8568386182680365,0.08183623798270656,47.128737993589766,0,0,10514,9611,10314,10051,11637,10570,10607,12330,10221,618,551
ENSG00000162734,PEA15,8682,proliferation and apoptosis adaptor protein 15,16274.914879244998,1.7392570229740307,0.03144442417364707,55.312096458476944,0,0,20609,18628,20097,17477,20288,18138,20298,22985,17879,4389,4950
ENSG00000163565,IFI16,3428,interferon gamma inducible protein 16,18233.279227759842,3.4617296536444244,0.08870549569325194,39.02497389355965,0,0,21676,20648,21280,21377,24293,22538,23762,27992,22611,1789,1511
ENSG00000163840,DTX3L,151636,deltex E3 ubiquitin ligase 3L,28845.506986143577,5.115887817073408,0.049302891323289945,103.76445842754742,0,0,39597,35214,36106,33925,37202,34752,37355,42733,34154,743,947
ENSG00000165732,DDX21,9188,DExD-box helicase 21,22382.14044013577,1.5306431657270079,0.037148268937140606,41.203620236438,0,0,27838,24974,26849,23595,26485,25208,27656,31850,25715,7026,7667
ENSG00000166710,B2M,567,beta-2-microglobulin,20180.60446553423,2.313198796228855,0.04663911758889305,49.59782508363185,0,0,27469,23405,25812,21344,24397,22141,26050,30281,22836,4074,3848
ENSG00000166741,NNMT,4837,nicotinamide N-methyltransferase,8087.968461973496,1.9404492167228642,0.03791260969251515,51.182158982475826,0,0,10687,9201,10227,8737,10261,8905,9836,11797,8831,1983,2084
ENSG00000166750,SLFN5,162394,schlafen family member 5,3735.6210478289863,2.298633762807747,0.05595810713048179,41.077761216044124,0,0,4822,4406,4437,4165,4711,4419,4557,5438,4323,749,733
ENSG00000167658,EEF2,1938,eukaryotic translation elongation factor 2,93093.48358854605,-1.7921192612607961,0.026965113269502485,-66.46066134970333,0,0,76132,65487,71251,58479,67217,61065,69185,77350,62370,181308,190594
ENSG00000169180,XPO6,23214,exportin 6,11561.578467632551,1.4249694387384748,0.03615849737200279,39.40897831229614,0,0,15603,13099,14189,12507,13863,12599,13647,15795,12186,3787,4341
ENSG00000170581,STAT2,6773,signal transducer and activator of transcription 2,15408.710987828008,3.0903630241289575,0.04185582099070489,73.83353022307813,0,0,21467,17976,19010,17993,19674,18242,19224,22130,17746,1718,1883
ENSG00000172216,CEBPB,1051,CCAAT enhancer binding protein beta,8552.679421489593,2.8469854512134742,0.06368602430461143,44.703457034722256,0,0,11802,10304,11724,9665,11305,9930,10820,11114,9135,1127,1228
ENSG00000173193,PARP14,54625,poly(ADP-ribose) polymerase family member 14,38941.81946728196,4.248882276119776,0.05274707589607029,80.55199655980023,0,0,52621,47108,48466,46715,52382,48469,48940,54794,44498,1924,2214
ENSG00000177409,SAMD9L,219285,sterile alpha motif domain containing 9 like,8632.02215234502,4.564781242695283,0.08781035855454682,51.98454166269794,0,0,10870,9886,10090,10398,11294,10674,11622,13429,10453,328,411
ENSG00000181026,AEN,64782,apoptosis enhancing nuclease,2362.421951805182,2.0165247724873865,0.05287815885650968,38.135306071443104,0,0,3159,2724,2931,2595,2971,2658,2861,3361,2631,555,575
ENSG00000182054,IDH2,3418,isocitrate dehydrogenase (NADP(+)) 2,3289.0286796695054,-1.8668591233230623,0.04674180434773397,-39.939817244422805,0,0,2636,2351,2516,1947,2402,2121,2317,2721,2024,6573,6957
ENSG00000182199,SHMT2,6472,serine hydroxymethyltransferase 2,26315.286501446393,1.3792815236383769,0.03214540465424388,42.9075800561211,0,0,34420,29225,32097,27011,30384,28550,32379,37425,29094,9096,9941
ENSG00000183486,MX2,4600,MX dynamin like GTPase 2,18210.73054682652,7.2191472140346225,0.1114214996071856,64.79133057341348,0,0,24258,20283,21770,21630,24368,22842,24336,27632,22774,130,119
ENSG00000184009,ACTG1,71,actin gamma 1,49259.9119833857,-1.6534182764568381,0.037470902401212584,-44.12539251799104,0,0,42146,35791,38776,32167,36100,32473,39026,44781,34524,90364,95841
ENSG00000184979,USP18,11274,ubiquitin specific peptidase 18,4996.85395859341,4.810853319152241,0.10571657399439183,45.50708689639765,0,0,6442,5451,5927,5994,6728,6290,6572,7903,5963,163,198
ENSG00000185585,OLFML2A,169611,olfactomedin like 2A,2155.6857819345014,-4.244107089340183,0.102537231901539,-41.39088807678728,0,0,690,549,651,436,488,449,527,539,461,7773,8232
ENSG00000185745,IFIT1,3434,interferon induced protein with tetratricopeptide repeats 1,13998.740605196781,5.059343403663557,0.10031566949396784,50.4342285625456,0,0,17035,15304,16879,17142,19582,17950,18156,20846,17362,461,388
ENSG00000185885,IFITM1,8519,interferon induced transmembrane protein 1,28889.20680305319,6.615249527642596,0.06874376329941012,96.23054092674847,0,0,40418,34405,37190,33580,38595,34437,37317,44460,33048,251,350
ENSG00000186141,POLR3C,10623,RNA polymerase III subunit C,11864.546523000738,1.5855808823821755,0.03519526141511742,45.050976143655554,0,0,15754,13596,14507,12265,14292,12754,15166,16403,13065,3576,3943
ENSG00000187608,ISG15,9636,ISG15 ubiquitin like modifier,25887.460897077097,6.533099706802716,0.07235463051131075,90.2927657930813,0,0,37608,29961,34099,30121,33450,30868,34548,37773,30155,244,326
ENSG00000187840,EIF4EBP1,1978,eukaryotic translation initiation factor 4E binding protein 1,7982.581078478265,1.5828143543562934,0.03488506287623501,45.37226606045663,0,0,10491,9224,9886,8299,9460,8610,10080,11249,8693,2453,2613
ENSG00000188313,PLSCR1,5359,phospholipid scramblase 1,9041.863878418771,4.3893262385811616,0.06972682065940856,62.95032811006118,0,0,11959,10472,11305,10142,11648,10626,12267,14069,10989,384,489
ENSG00000189060,H1-0,3005,H1.0 linker histone,88001.04592685471,2.628785633760652,0.04687721483549094,56.078110506053086,0,0,110130,99584,107359,100048,114522,104573,112527,127740,104106,13582,14460
ENSG00000196517,SLC6A9,6536,solute carrier family 6 member 9,2925.0041035650256,2.265412695739326,0.05997674483058606,37.771517979816146,0,0,4193,3487,3727,3148,3409,3354,3572,4179,3277,589,598
