gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,OS_17_D2_1_S15_L001,OS_17_D2_2_S16_L001,OS_17_D2_3_S17_L001,OS_17_D3_1_S18_L001,OS_17_D3_2_S19_L001,OS_17_D3_3_S20_L001
ENSG00000187608,ISG15,9636,ISG15 ubiquitin like modifier,69730.7638222059,0.42359203643316157,0.02908730304838015,14.562781421454304,4.844585564759167e-48,3.3763733520393417e-45,83402,79616,80866,64607,60868,51918
ENSG00000148841,ITPRIP,85450,"inositol 1,4,5-trisphosphate receptor interacting protein",12927.342494057526,0.5039457359610122,0.03482200172467019,14.472049595126636,1.819679093438309e-47,1.193602445348858e-44,16008,15246,15049,11529,10989,9319
ENSG00000105835,NAMPT,10135,nicotinamide phosphoribosyltransferase,19842.208708702135,0.5585988854236952,0.038639868036186575,14.456542266152733,2.2796566907518643e-47,1.41224731992078e-44,25105,24941,22169,16664,16649,14396
ENSG00000185585,OLFML2A,169611,olfactomedin like 2A,1689.0254859834872,-1.3141380791500894,0.09124796829438703,-14.401833856841353,5.038854232772501e-47,2.9572770289287457e-44,1084,913,964,2663,2233,2260
ENSG00000071282,LMCD1,29995,LIM and cysteine rich domains 1,4878.647985206131,0.765779975273734,0.053323831544282614,14.360933059316908,9.099376789973279e-47,5.073357529249601e-44,6530,6291,5948,3886,3818,3065
ENSG00000185201,IFITM2,10581,interferon induced transmembrane protein 2,8995.035366496182,0.5216823390152633,0.036978250953082194,14.10781542039863,3.3994653807107404e-45,1.805116117157403e-42,11222,10739,10424,7890,7563,6526
ENSG00000136068,FLNB,2317,filamin B,112176.60859086679,0.34731406582516294,0.02489451826403733,13.951427464531157,3.0837102710712813e-44,1.5630206014870845e-41,129910,128799,124733,105678,99160,88794
ENSG00000120129,DUSP1,1843,dual specificity phosphatase 1,15301.863304168166,0.48757656482052775,0.03595623850500518,13.56027730077094,6.887521632509482e-42,3.339250161917967e-39,18866,18069,17619,14026,12896,11035
ENSG00000105048,TNNT1,7138,"troponin T1, slow skeletal type",4184.14912332884,-1.178974759460302,0.08798626527406359,-13.399531799514143,6.084578240354648e-41,2.8270471649247784e-38,2697,2474,2653,5243,5940,5943
ENSG00000183486,MX2,4600,MX dynamin like GTPase 2,2543.2813279805014,1.0887070924007083,0.08288097316071576,13.13579040981553,2.053361154734849e-39,9.158812094579322e-37,3710,3655,3206,1615,1571,1627
ENSG00000049540,ELN,2006,elastin,6194.623835217215,-0.7567251455380509,0.05811527910723054,-13.021104899828336,9.281803919587738e-39,3.9808229041278027e-36,4548,4598,4897,8010,8123,6998
ENSG00000118194,TNNT2,7139,"troponin T2, cardiac type",7400.2704593033495,-0.7948898988010259,0.06199424134166837,-12.821995746671945,1.2348070849998858e-37,5.099753261049528e-35,5906,5432,5198,9152,9321,9299
ENSG00000164442,CITED2,10370,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2,12157.500870440277,-0.5461561245058185,0.04269788306489463,-12.791175704794075,1.8367401595505414e-37,7.314817685410031e-35,10370,9831,9970,14481,15008,13341
ENSG00000072274,TFRC,7037,transferrin receptor,12207.930294485459,0.46629289443461086,0.036474414120166374,12.78410923609056,2.01154254649228e-37,7.734727908943247e-35,15083,14560,13623,10905,10184,9377
ENSG00000128606,LRRC17,10234,leucine rich repeat containing 17,5233.158911379693,-0.6467306928724864,0.050735774500593016,-12.74703499135363,3.238290122040895e-37,1.2036724383626007e-34,4473,4120,3876,6661,6703,5637
ENSG00000136859,ANGPTL2,23452,angiopoietin like 2,7322.789743362085,-0.525325740158135,0.041233780478274674,-12.74017890343379,3.535830866443392e-37,1.2718725803777503e-34,6308,6020,6003,9159,8629,7891
ENSG00000107159,CA9,768,carbonic anhydrase 9,824.4958669737673,-1.4504478261215221,0.11594561006946734,-12.509726114274656,6.605157531107808e-36,2.29131356454672e-33,480,415,454,1196,1285,1103
ENSG00000126709,IFI6,2537,interferon alpha inducible protein 6,7658.440662460064,0.5341060392866217,0.042702381711984275,12.507640507946814,6.780858006460565e-36,2.29131356454672e-33,9531,9065,9065,6405,6490,5692
ENSG00000115963,RND3,390,Rho family GTPase 3,97139.23526324955,0.36718063332725204,0.029902129400049257,12.279414232173284,1.16841153634645e-34,3.8320461887644897e-32,118236,113365,102844,89738,85719,76753
ENSG00000107201,RIGI,23586,RNA sensor RIG-I,29079.720006322757,0.4035045838911008,0.03415224660401224,11.814876736211453,3.270281977239693e-32,1.0419118379485661e-29,35324,34706,31165,26247,25699,22498
ENSG00000112655,PTK7,5754,protein tyrosine kinase 7 (inactive),4900.756550878704,-0.6484219691608282,0.056010391630883935,-11.576815485133844,5.401553507273214e-31,1.673131198877878e-28,3868,3764,4013,6456,6018,5329
ENSG00000142871,CCN1,3491,cellular communication network factor 1,149820.8908671362,0.28502640034944376,0.024912505832744042,11.44109718480491,2.6056921587118796e-30,7.852992773458424e-28,172254,166085,164101,140143,137159,123870
ENSG00000169429,CXCL8,3576,C-X-C motif chemokine ligand 8,7149.884770251254,0.4848657962817012,0.04281917295169897,11.323567524964602,1.0030516792287451e-29,2.943428756599931e-27,8998,8329,8151,6278,5924,5500
ENSG00000129910,CDH15,1013,cadherin 15,2234.1394303196735,-0.8147702322661456,0.07275788545165798,-11.19837701725812,4.152715160946587e-29,1.1873570964029587e-26,1680,1581,1682,3124,2908,2456
ENSG00000130066,SAT1,6303,spermidine/spermine N1-acetyltransferase 1,19005.32571614511,0.38612480348655764,0.03462207375324225,11.152561404569195,6.957427827014623e-29,1.9395569424760015e-26,22949,22338,20502,17868,16667,14514
ENSG00000102265,TIMP1,7076,TIMP metallopeptidase inhibitor 1,66945.84674004752,0.3518429043235126,0.03207971743516692,10.96776818669263,5.460355583495027e-28,1.485083539306172e-25,78375,73322,77417,63458,59237,52329
ENSG00000119922,IFIT2,3433,interferon induced protein with tetratricopeptide repeats 2,24177.285713573885,0.4911191172770749,0.045789116691957406,10.725673538999217,7.712312741349439e-27,2.047619032828276e-24,29896,30321,26109,20474,21435,17856
ENSG00000159173,TNNI1,7135,"troponin I1, slow skeletal type",547.8766259932789,-1.7059157314712727,0.16097767669366217,-10.597219232562301,3.0697223081882864e-26,7.960575222931995e-24,307,206,273,826,874,787
ENSG00000254772,EEF1G,1937,eukaryotic translation elongation factor 1 gamma,36282.79622249224,-0.28242062713357996,0.026765530532214928,-10.551654367308698,4.991043604990775e-26,1.2648892554375485e-23,34804,32617,32569,41748,40199,36371
ENSG00000175567,UCP2,7351,uncoupling protein 2,9564.808328736764,-0.4221745048634885,0.04003527876823741,-10.545062201450861,5.353741928152011e-26,1.3266572497960685e-23,8468,8210,8276,11865,11143,9605
ENSG00000159713,TPPP3,51673,tubulin polymerization promoting protein family member 3,1349.2917392545883,-0.9490096304700515,0.09084034948488948,-10.447005497572544,1.512247681678205e-25,3.6658856300855793e-23,996,934,883,1818,1740,1711
ENSG00000162892,IL24,11009,interleukin 24,870.8182151333749,1.3146259354408452,0.1258830571541057,10.443231719670454,1.5736056679908504e-25,3.7334631497374407e-23,1261,1287,1244,569,551,375
ENSG00000163661,PTX3,5806,pentraxin 3,2692.390098285679,0.7144565740110524,0.07073350824272075,10.100680593409955,5.486011682586275e-24,1.2744690890108239e-21,3805,3193,3233,2149,2026,1882
ENSG00000163430,FSTL1,11167,follistatin like 1,11646.733567612124,0.3791827497556893,0.03795512831734118,9.99029028660788,1.6808877328631817e-23,3.8252202263586405e-21,13851,13376,12986,11154,10048,8941
ENSG00000068489,PRR11,55771,proline rich 11,2059.847708662314,-0.849422074674318,0.08617900123636311,-9.856485483564708,6.425934627476616e-23,1.433111940619835e-20,1643,1549,1305,2697,2615,2541
ENSG00000119917,IFIT3,3437,interferon induced protein with tetratricopeptide repeats 3,35011.45098463018,0.3468230290923646,0.03524402076975329,9.840620380918939,7.524539964797968e-23,1.6452185323031794e-20,41607,41141,37009,31678,31995,27912
ENSG00000198727,CYTB,4519,cytochrome b,13845.60410990882,-0.6077702858963573,0.0627006316062406,-9.693208350964454,3.222435639068238e-22,6.910265348317293e-20,11414,11870,10225,16966,15757,16735
ENSG00000170624,SGCD,6444,sarcoglycan delta,977.1798499458125,-1.1726783609838802,0.1212181672503931,-9.674113935096452,3.8844180602476316e-22,8.172669016947422e-20,709,536,592,1299,1467,1250
ENSG00000184470,TXNRD2,10587,thioredoxin reductase 2,6700.007094035425,0.41429928544722777,0.04287764973507374,9.662359947596023,4.357090547493715e-22,8.997391980574521e-20,7961,7732,7676,6160,5736,5185
ENSG00000100600,LGMN,5641,legumain,4175.41576458915,0.5395685166541558,0.05593233824282468,9.646807796800356,5.070969827810838e-22,1.0281160827257938e-19,5470,4912,4740,3649,3335,3130
ENSG00000164054,SHISA5,51246,shisa family member 5,9305.738834178173,-0.4828765768603082,0.050582106605287336,-9.5463911898409,1.3429289411356894e-21,2.627193091684925e-19,8038,7425,8221,11229,11272,9746
ENSG00000162645,GBP2,2634,guanylate binding protein 2,14535.604043639647,-0.42957507770150494,0.04502987875732467,-9.539778688203311,1.4313744515120284e-21,2.751940777381143e-19,13324,12274,12238,16604,16940,15902
ENSG00000185885,IFITM1,8519,interferon induced transmembrane protein 1,13989.205139018948,0.33551803848237355,0.03550352290396433,9.450274537260345,3.37943163172206e-21,6.387125783954693e-19,16648,15878,15156,13447,12665,10732
ENSG00000108679,LGALS3BP,3959,galectin 3 binding protein,35347.59135307193,0.26017321160607376,0.02766649588611462,9.403909070271911,5.257273022474068e-21,9.770641912268054e-19,40088,38851,38665,33672,33090,28878
ENSG00000198712,COX2,4513,cytochrome c oxidase subunit II,26768.869438267648,-0.4976196858802104,0.05335047062398216,-9.32737199991109,1.0852839770859003e-20,1.9839346931942417e-18,23258,22925,21598,31694,29645,31363
ENSG00000135114,OASL,8638,2'-5'-oligoadenylate synthetase like,9566.684915446427,0.4346216906605577,0.04741768658057011,9.165813897775612,4.917447451056602e-20,8.844267181730995e-18,11468,11482,10633,8662,8697,6890
ENSG00000117394,SLC2A1,6513,solute carrier family 2 member 1,11997.003155928694,-0.32634148057938833,0.035623613065466506,-9.160819257150068,5.1504797012988276e-20,9.116349071298925e-18,11101,10740,10660,14186,13805,11734
ENSG00000137501,SYTL2,54843,synaptotagmin like 2,3093.3312070916872,-0.5395356954385305,0.059502568492884364,-9.067435391516772,1.2185118349372839e-19,2.123066479904008e-17,2747,2470,2487,3813,3810,3275
ENSG00000135318,NT5E,4907,5'-nucleotidase ecto,15959.197089311208,0.329811558487033,0.03638840633031844,9.063643939037734,1.2616375093645602e-19,2.1643876718344942e-17,19261,18228,16836,15297,14394,12414
ENSG00000049323,LTBP1,4052,latent transforming growth factor beta binding protein 1,8171.472124891911,-0.42489046979777073,0.04698673365971515,-9.042775198524973,1.527437652516545e-19,2.5806753429109083e-17,7858,6749,6725,9909,9518,8423
ENSG00000205336,ADGRG1,9289,adhesion G protein-coupled receptor G1,598.2634487951673,-1.4191105382522373,0.15758448181941676,-9.005395213206722,2.1489041689158006e-19,3.576482147400014e-17,402,284,311,937,772,870
ENSG00000138435,CHRNA1,1134,cholinergic receptor nicotinic alpha 1 subunit,2224.453000878209,-0.7201298221403425,0.08102983469054133,-8.88721820660957,6.265787931712689e-19,1.0274970768607089e-16,1815,1792,1529,2739,2847,2621
ENSG00000065802,ASB1,51665,ankyrin repeat and SOCS box containing 1,8225.833300437185,0.3725599071432355,0.04209628365943551,8.850185212483227,8.737417184920652e-19,1.4120425946239157e-16,9597,9333,9399,7687,7105,6520
ENSG00000120217,CD274,29126,CD274 molecule,17739.801569464864,0.34908560501471614,0.03985791181234519,8.758251226462745,1.983028075354902e-18,3.1589637240403594e-16,21013,21141,18569,16642,15825,13946
ENSG00000213030,CGB8,94115,chorionic gonadotropin subunit beta 8,592.6127790778381,-1.1761943504297439,0.13455350117755388,-8.741462244655107,2.30112430680611e-18,3.614061569745765e-16,404,353,354,790,868,777
ENSG00000101347,SAMHD1,25939,SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1,8470.07131772311,0.37848363413507446,0.04347304799149558,8.706167421458817,3.1432245490201925e-18,4.868069020295023e-16,10106,10003,9136,7580,7566,6732
ENSG00000111335,OAS2,4939,2'-5'-oligoadenylate synthetase 2,9041.222995203461,0.45164112801232825,0.0519036618936022,8.701527243649043,3.274471527455842e-18,5.00186739762467e-16,11696,10788,9466,8081,7911,6735
ENSG00000126226,PCID2,55795,PCI domain containing 2,8961.337339849353,0.4306595203138791,0.04967859965984829,8.668914246025956,4.36260362793219e-18,6.573972034469169e-16,11359,10450,9650,8512,7730,6518
ENSG00000189143,CLDN4,1364,claudin 4,2611.84176339974,-0.710362360672555,0.08202715460620846,-8.660087797544902,4.714010419685891e-18,7.008790691988983e-16,1982,1907,2153,3481,3484,2704
ENSG00000205413,SAMD9,54809,sterile alpha motif domain containing 9,14335.196789893014,0.4515931192014899,0.0521662232662492,8.65681068948812,4.851474563726553e-18,7.118262218436157e-16,17619,18127,14870,12827,12399,10794
ENSG00000075624,ACTB,60,actin beta,332753.2492034258,0.22632834172930924,0.026368271314328763,8.58335910728893,9.214214176899027e-18,1.3343857439818318e-15,382112,358147,355551,335770,311263,266601
ENSG00000154175,ABI3BP,25890,ABI family member 3 binding protein,3094.4480739723913,0.5628258685314466,0.06574375764913117,8.56090203324246,1.1198783702155296e-17,1.6009953469581242e-15,3788,3940,3538,2552,2526,2336
ENSG00000073008,PVR,5817,PVR cell adhesion molecule,9955.086277846447,0.3121745102680999,0.03660736301530976,8.527642653133572,1.4936008588271422e-17,2.1082459717444892e-15,11532,11142,10996,9515,9082,7836
ENSG00000185745,IFIT1,3434,interferon induced protein with tetratricopeptide repeats 1,7829.195850913098,0.47485489933772546,0.05584146590491079,8.503625247702638,1.837600793630412e-17,2.5613858062215905e-15,9735,9730,8364,6620,7020,5837
ENSG00000006210,CX3CL1,6376,C-X3-C motif chemokine ligand 1,6508.585831323116,0.44123500954144945,0.0521697438108357,8.457680205241962,2.72748860550875e-17,3.754842646917046e-15,7833,7520,7533,6256,5372,4822
ENSG00000185482,STAC3,246329,SH3 and cysteine rich domain 3,8024.74732848082,-0.32332949480242906,0.0383618773914966,-8.428406449005,3.5040413717424936e-17,4.765068943451286e-15,7483,7258,7028,9401,9114,8008
ENSG00000143545,RAB13,5872,"RAB13, member RAS oncogene family",4691.232935681683,-0.42577554298729114,0.050567618973922014,-8.419924679603083,3.7672642979215395e-17,5.061296889894347e-15,4379,3982,3874,5570,5493,4915
ENSG00000175197,DDIT3,1649,DNA damage inducible transcript 3,28531.376126520674,0.26390307557259796,0.03171264365446322,8.321699018475124,8.67112706871637e-17,1.151092118372098e-14,33754,30832,30532,27366,25694,23952
ENSG00000198840,ND3,4537,NADH dehydrogenase subunit 3,5198.949749157814,-0.46169300973747224,0.055567903646926396,-8.30862745283733,9.681535381991932e-17,1.2701035417010826e-14,4773,4372,4220,6231,5876,5755
ENSG00000036054,TBC1D23,55773,TBC1 domain family member 23,5524.11190725506,0.4266895662095436,0.05142333288824258,8.297586761574955,1.0624750253764265e-16,1.377634768368899e-14,6923,6564,5879,4980,4803,4232
ENSG00000204366,ZBTB12,221527,zinc finger and BTB domain containing 12,96.03953229961444,-3.698343194436639,0.44857352295134795,-8.244675633335941,1.6560884269186804e-16,2.1226485113299087e-14,15,16,11,105,263,159
ENSG00000197415,VEPH1,79674,ventricular zone expressed PH domain containing 1,2810.5499670096683,0.4987754190113174,0.06060389314427439,8.230088747333877,1.8707479163916784e-16,2.3705352290549552e-14,3447,3349,3255,2477,2422,2035
ENSG00000149591,TAGLN,6876,transgelin,4163.499631760054,0.5666541702921019,0.0689989119322432,8.212508783450893,2.1661420804503535e-16,2.7140056560788644e-14,5038,5233,4900,3906,3176,2923
ENSG00000148180,GSN,2934,gelsolin,2046.352310725009,-0.636905669934195,0.07766074761943192,-8.201127203349653,2.381433752315455e-16,2.950596419118849e-14,1685,1510,1694,2675,2550,2189
ENSG00000134107,BHLHE40,8553,basic helix-loop-helix family member e40,8006.3163319639025,-0.37296122364565376,0.045515147289005374,-8.194222052660393,2.5221906978063243e-16,3.0906536781580574e-14,7421,7028,6863,9850,9424,7663
ENSG00000163216,SPRR2D,6703,small proline rich protein 2D,3962.44579366133,0.4438862532587536,0.05437367708355058,8.163623964159681,3.2511996475034387e-16,3.940666007533788e-14,4669,4648,4621,3589,3446,2957
ENSG00000118523,CCN2,1490,cellular communication network factor 2,5396.512218449809,0.4081034285364614,0.0500781821636849,8.149325932050406,3.6595838334874593e-16,4.387959067442867e-14,6708,6214,5886,4733,4781,4260
ENSG00000103145,HCFC1R1,54985,host cell factor C1 regulator 1,808.4356599853749,-0.8770156752914333,0.10960171606289813,-8.001842551334985,1.225710535364927e-15,1.4540317212610958e-13,619,591,532,1082,1081,948
ENSG00000142949,PTPRF,5792,protein tyrosine phosphatase receptor type F,18815.033618313893,-0.2903552990974641,0.03646377495859093,-7.962842558873786,1.681313364496266e-15,1.9735079292103014e-13,17508,16694,17457,22170,21118,18315
ENSG00000152284,TCF7L1,83439,transcription factor 7 like 1,5815.795130456015,-0.46717417754575674,0.05904949060439372,-7.911569985855145,2.541629905912681e-15,2.9522619875866986e-13,5054,4915,4931,6559,7052,6391
ENSG00000147416,ATP6V1B2,526,ATPase H+ transporting V1 subunit B2,13516.861513776923,0.2608310626817465,0.03298046270227802,7.908653830491299,2.601869976238572e-15,2.9910775366016823e-13,15760,14975,14280,12997,12671,10917
ENSG00000196549,MME,4311,membrane metalloendopeptidase,13749.694845887001,0.328048285040531,0.04149397239868955,7.9059262364307,2.6594863158869574e-15,3.026115500862802e-13,16678,15593,14513,13220,12697,10421
ENSG00000189056,RELN,5649,reelin,628.8745168650587,1.107010116937734,0.14134729763561413,7.831844934110786,4.807622670556787e-15,5.415131353472599e-13,998,809,822,461,422,310
ENSG00000167779,IGFBP6,3489,insulin like growth factor binding protein 6,6636.143227096573,0.3741745712295682,0.047861776539886415,7.817816184021994,5.374759748885337e-15,5.99339459598204e-13,7819,7346,7703,6268,5910,5035
ENSG00000143217,NECTIN4,81607,nectin cell adhesion molecule 4,149.02669626726785,-2.171149534950286,0.278840598915619,-7.786346548507112,6.897460105790029e-15,7.615205706897486e-13,72,46,48,234,259,230
ENSG00000153944,MSI2,124540,musashi RNA binding protein 2,1616.4367940883822,-0.6950108185833352,0.0898021031569191,-7.73936015027267,9.991837535395084e-15,1.092342944678339e-12,1344,1234,1194,1954,2222,1764
ENSG00000130175,PRKCSH,5589,protein kinase C substrate 80K-H,7742.404406666909,-0.34375894575345867,0.044430159477040154,-7.7370630625600265,1.0173960240427456e-14,1.1014546664175395e-12,7152,6731,6948,8886,8934,7904
ENSG00000115414,FN1,2335,fibronectin 1,551.0909322165293,1.4994958711463915,0.19387245218275925,7.734445271950499,1.0385494349712166e-14,1.1135446874388496e-12,911,781,798,418,234,214
ENSG00000117724,CENPF,1063,centromere protein F,4336.098030370946,-0.4043561778988658,0.052664616660776147,-7.677947805134686,1.6165732766235693e-14,1.7168008197742307e-12,4001,3623,3775,5302,5055,4346
ENSG00000173706,HEG1,57493,heart development protein with EGF like domains 1,31350.805568789932,0.25759186913561394,0.03366982251756643,7.6505264915258016,2.001580965364414e-14,2.105625409884772e-12,35708,36006,32558,29967,28843,26049
ENSG00000166923,GREM1,26585,"gremlin 1, DAN family BMP antagonist",13010.889189993408,0.4610549407625646,0.06072510480956257,7.592493124688042,3.138081391421784e-14,3.2703500556770384e-12,16028,16740,13305,11293,11701,9585
ENSG00000058668,ATP2B4,493,ATPase plasma membrane Ca2+ transporting 4,2255.5645298518766,-0.5247088231107744,0.06939046218710822,-7.561685087151041,3.978807351427298e-14,4.106464943576911e-12,1941,1852,1854,2697,2729,2472
ENSG00000099250,NRP1,8829,neuropilin 1,9773.187981829513,0.2721139931704163,0.03599134942052873,7.560538783666945,4.014031735717723e-14,4.106464943576911e-12,11444,10676,10538,9400,8909,8013
ENSG00000146555,SDK1,221935,sidekick cell adhesion molecule 1,1856.2029309705945,-0.6705571844740463,0.08921886525816491,-7.51586766468855,5.653471799980684e-14,5.731078549234964e-12,1541,1443,1391,2155,2364,2227
ENSG00000019549,SNAI2,6591,snail family transcriptional repressor 2,1717.5556650277524,-0.5962448008372401,0.079436330524436,-7.505945917955322,6.098659416147942e-14,6.126680283735648e-12,1516,1304,1359,2140,2113,1889
ENSG00000198380,GFPT1,2673,glutamine--fructose-6-phosphate transaminase 1,20976.442824018566,0.24397550760907577,0.03252460499731414,7.501259665696881,6.320743551106185e-14,6.293090298070095e-12,24081,23414,21983,20690,19785,16720
ENSG00000184979,USP18,11274,ubiquitin specific peptidase 18,8672.048599735883,0.3785319234097823,0.050647400034635755,7.473866835235754,7.787194549764288e-14,7.684513842869166e-12,10343,10447,9159,7696,8017,6707
ENSG00000068079,IFI35,3430,interferon induced protein 35,2789.1203580952943,0.4836935594079397,0.06507736075330678,7.432593359793893,1.0648888992478875e-13,1.0416294838169467e-11,3370,3367,3191,2445,2268,2190
ENSG00000087245,MMP2,4313,matrix metallopeptidase 2,3864.24374418746,-0.39886189257941645,0.05380578379269724,-7.412992887830616,1.234805107668472e-13,1.1973314570096636e-11,3524,3326,3329,4787,4340,3947
ENSG00000116560,SFPQ,6421,splicing factor proline and glutamine rich,10215.146473987053,-0.34342413518511866,0.04639463960871298,-7.4022373722808945,1.3390885136445166e-13,1.2872565530732763e-11,9728,8771,9005,11479,11658,10748
ENSG00000100242,SUN2,25777,Sad1 and UNC84 domain containing 2,5427.416845587135,-0.356310460022715,0.0482321684291573,-7.387402881254625,1.4972441564784818e-13,1.4269888537514146e-11,4903,4774,4852,6558,6192,5386
ENSG00000171132,PRKCE,5581,protein kinase C epsilon,12893.82220861598,0.2991386111919837,0.04063616248468417,7.361389287306091,1.8200593332955427e-13,1.719956069964288e-11,14933,15010,13510,12476,11864,10087
ENSG00000197555,SIPA1L1,26037,signal induced proliferation associated 1 like 1,7226.597780780915,0.3445857862409608,0.046923865557666644,7.343508087957616,2.0806681780009325e-13,1.9497084750326384e-11,8440,8386,7866,6914,6630,5433
ENSG00000166922,SCG5,6447,secretogranin V,1262.4292448928106,0.6825166475482568,0.09352573716096461,7.297634515016929,2.9287087938110844e-13,2.72150264664895e-11,1770,1470,1517,1036,988,860
ENSG00000131236,CAP1,10487,cyclase associated actin cytoskeleton regulatory protein 1,23570.26039274688,0.215428995733621,0.029548823041535516,7.290611725238656,3.0855080916908953e-13,2.8435124570615847e-11,27231,25039,25092,23357,21833,19674
ENSG00000157613,CREB3L1,90993,cAMP responsive element binding protein 3 like 1,1894.4309111927437,-0.6750536223506455,0.09292915933878729,-7.2641744222568025,3.7532345349479e-13,3.43051789337738e-11,1443,1472,1533,2308,2254,2328
ENSG00000152291,TGOLN2,10618,trans-golgi network protein 2,11272.120609858197,-0.38719130288050146,0.05332048389633967,-7.261586440836507,3.825763892658931e-13,3.468381558295914e-11,10363,10334,9150,13483,13923,10685
ENSG00000123700,KCNJ2,3759,potassium inwardly rectifying channel subfamily J member 2,2637.2889965342783,0.5598684607395498,0.07746533308438888,7.227342069640912,4.925383931282903e-13,4.4292706627206166e-11,3229,3354,3012,2416,1975,1950
ENSG00000056558,TRAF1,7185,TNF receptor associated factor 1,7148.696506170216,0.3193863927235246,0.04423387932956935,7.220402043960499,5.183409659207061e-13,4.624016088785435e-11,8331,7933,7969,6996,6373,5572
ENSG00000188157,AGRN,375790,agrin,18461.03919133397,-0.3720268681042635,0.05156672910744094,-7.214474808536597,5.41425289076233e-13,4.791613808324662e-11,16119,15633,17318,22858,21396,17827
ENSG00000113140,SPARC,6678,secreted protein acidic and cysteine rich,4262.031607000296,-0.4331671243786209,0.06056112914563888,-7.15256023937285,8.517413320424835e-13,7.478557160319475e-11,4051,3693,3347,4976,5100,4469
ENSG00000171223,JUNB,3726,"JunB proto-oncogene, AP-1 transcription factor subunit",21377.48236674788,-0.26037823145536876,0.03649116849567974,-7.135376645617568,9.652248722672858e-13,8.408767617697269e-11,19987,19385,19990,25335,23571,20467
