gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,OS_17_D1_1_S12_L001,OS_17_D1_2_S13_L001,OS_17_D1_3_S14_L001,OS_17_D2_1_S15_L001,OS_17_D2_2_S16_L001,OS_17_D2_3_S17_L001
ENSG00000198886,ND4,4538,NADH dehydrogenase subunit 4,31843.719486245856,0.9748015291276696,0.11513493772364523,8.46660056800009,2.5265868577510642e-17,2.268680645425244e-14,44287,36041,43064,22473,23646,20057
ENSG00000120738,EGR1,1958,early growth response 1,4475.455439660897,0.5614756965838648,0.06647036767010667,8.447007535304698,2.98864445133298e-17,2.4918890486007056e-14,4941,5633,5129,3794,3603,3734
ENSG00000119917,IFIT3,3437,interferon induced protein with tetratricopeptide repeats 3,33153.9514739132,-0.5013508594665925,0.05973945034822962,-8.39229113331556,4.76758511485504e-17,3.710134736380192e-14,24985,29762,26122,41607,41141,37009
ENSG00000107201,RIGI,23586,RNA sensor RIG-I,27371.82808461299,-0.5832612247710431,0.07001128464491664,-8.330960183479398,8.018929889466924e-17,5.850310537484213e-14,19555,24678,20414,35324,34706,31165
ENSG00000006210,CX3CL1,6376,C-X3-C motif chemokine ligand 1,6039.8775760734015,-0.6769906122717118,0.08237394150467445,-8.218504540459495,2.0605644061380827e-16,1.414880488991167e-13,3993,5275,4447,7833,7520,7533
ENSG00000198727,CYTB,4519,cytochrome b,15877.570891931266,0.941043767751985,0.11611974105101973,8.104080832720054,5.314576449338101e-16,3.26510794174335e-13,22029,17804,21203,11414,11870,10225
ENSG00000248527,MTATP6P1,106480796,MT-ATP6 pseudogene 1,3990.234240011418,1.019606094525026,0.1257325354370996,8.109325807997452,5.090139350788844e-16,3.26510794174335e-13,5517,4568,5538,2660,2911,2544
ENSG00000118194,TNNT2,7139,"troponin T2, cardiac type",6898.088173780393,0.6526104970647962,0.08103566222149694,8.053374022920902,8.054229432762875e-16,4.564025886017684e-13,7828,8215,8704,5906,5432,5198
ENSG00000198899,ATP6,4508,ATP synthase F0 subunit 6,22835.606503942246,0.9260325100196729,0.1150205425870032,8.051018445850302,8.210789309206831e-16,4.564025886017684e-13,31600,25636,30247,16108,17377,15013
ENSG00000185585,OLFML2A,169611,olfactomedin like 2A,1380.2266177318204,0.9061294322252704,0.11344024562989528,7.987724525752218,1.3745216742794302e-15,7.293087047210814e-13,1679,1735,1867,1084,913,964
ENSG00000112655,PTK7,5754,protein tyrosine kinase 7 (inactive),4677.072329224852,0.5572348034042734,0.07218575028739643,7.719457111489858,1.1682622132193633e-14,5.682135339545678e-12,5293,5832,5262,3868,3764,4013
ENSG00000198804,COX1,4512,cytochrome c oxidase subunit I,60867.98293201896,0.7064648925870903,0.0922931300722698,7.654577237047823,1.9394921895405914e-14,9.05587693140293e-12,75596,69690,75876,48511,51069,42958
ENSG00000198786,ND5,4540,NADH dehydrogenase subunit 5,11367.050747323246,0.8561854149915694,0.11225495272275947,7.62715046619034,2.3999941666507124e-14,1.0775050733582218e-11,15121,13124,14627,8088,9276,7544
ENSG00000183486,MX2,4600,MX dynamin like GTPase 2,2704.097699840296,-0.792402666044027,0.10446778119539411,-7.585139236009382,3.321302047430632e-14,1.4359095851725099e-11,1958,2255,1631,3710,3655,3206
ENSG00000198938,COX3,4514,cytochrome c oxidase subunit III,26133.109632601867,0.7494640595952738,0.09927643967510481,7.54926407562553,4.3772453502934357e-14,1.824842320499117e-11,32489,29550,33910,20430,21337,18297
ENSG00000137501,SYTL2,54843,synaptotagmin like 2,3081.8445705815175,0.5515915401442046,0.0735914848179248,7.4953174475133375,6.613809613547872e-14,2.662172400653252e-11,3595,3686,3486,2747,2470,2487
ENSG00000071282,LMCD1,29995,LIM and cysteine rich domains 1,5153.3138196153195,-0.5309471391010134,0.07147732237284331,-7.428190109465244,1.1009365236663585e-13,4.283744013585801e-11,3730,4582,4107,6530,6291,5948
ENSG00000129910,CDH15,1013,cadherin 15,2110.2596978217175,0.7034466736920552,0.09553878001461054,7.36294385991195,1.798980433278357e-13,6.774031805696213e-11,2275,2817,2608,1680,1581,1682
ENSG00000185745,IFIT1,3434,interferon induced protein with tetratricopeptide repeats 1,7486.206039968125,-0.6021317128911856,0.08194039962786666,-7.3484107427566165,2.0057733462356312e-13,7.316685084565163e-11,5589,6721,5237,9735,9730,8364
ENSG00000135318,NT5E,4907,5'-nucleotidase ecto,15525.237943166412,-0.39189405648632486,0.0545865876378553,-7.179310402882739,7.006391124458465e-13,2.4783516241152626e-10,12760,14369,12419,19261,18228,16836
ENSG00000112149,CD83,9308,CD83 molecule,6288.405627336912,-0.5650701740957668,0.07910302726773877,-7.143470908934783,9.100318897182074e-13,3.035086356765896e-10,4369,5579,5001,8195,7666,7272
ENSG00000167779,IGFBP6,3489,insulin like growth factor binding protein 6,6084.99754123509,-0.6472531681332523,0.09058660080495973,-7.145131425417327,8.990982459825009e-13,3.035086356765896e-10,3979,5319,4688,7819,7346,7703
ENSG00000271503,CCL5,6352,C-C motif chemokine ligand 5,3994.855496161041,-0.8393542755862446,0.11779818482463256,-7.1253583137618,1.038102710745198e-12,3.3660480395913047e-10,2236,3416,2815,5510,5345,4941
ENSG00000212907,ND4L,4539,NADH dehydrogenase subunit 4L,3165.3414431447973,0.8693063444597445,0.12226494144677598,7.110021353407906,1.1602500213461997e-12,3.6604320268038354e-10,4470,3805,3719,2405,2514,1987
ENSG00000135114,OASL,8638,2'-5'-oligoadenylate synthetase like,8994.860507447689,-0.6211402076677192,0.08819805952955685,-7.0425609245922605,1.8873826367631165e-12,5.797741452351541e-10,5980,8196,6753,11468,11482,10633
ENSG00000162654,GBP4,115361,guanylate binding protein 4,12406.3755854681,-0.4184516814425599,0.059668336854032465,-7.012960365666374,2.33327566030104e-12,6.983673534024113e-10,10065,11447,9770,15716,14608,13446
ENSG00000117016,RIMS3,9783,regulating synaptic membrane exocytosis 3,1633.6959995562142,0.5909783696811688,0.08487545541897934,6.962888938431755,3.3336463084144353e-12,9.728413339530426e-10,1834,2007,1932,1390,1335,1291
ENSG00000122180,MYOG,4656,myogenin,127.32634831493418,1.8618469549678107,0.27178592389172596,6.850417152985204,7.363494637113333e-12,2.0964408024152178e-9,209,192,185,54,58,57
ENSG00000228253,ATP8,4509,ATP synthase F0 subunit 8,7052.867050429029,0.967836949512744,0.1417353779727334,6.828478276601721,8.582006195723332e-12,2.3851847219685345e-9,10214,7770,9284,4690,5626,4375
ENSG00000170624,SGCD,6444,sarcoglycan delta,832.5876363006956,0.8460170556795409,0.1295360513668241,6.531132042027159,6.527441851280854e-11,1.7719727611628235e-8,1046,1122,981,709,536,592
ENSG00000105048,TNNT1,7138,"troponin T1, slow skeletal type",3579.872130658108,0.8619662607301878,0.13313731016812685,6.474265250226927,9.527440656598968e-11,2.5275866996472675e-8,3614,4708,5248,2697,2474,2653
ENSG00000154451,GBP5,115362,guanylate binding protein 5,90610.0559365238,-0.29651509171955637,0.046433841063031445,-6.385754116637757,1.7055486082544675e-10,4.4241930898120883e-8,77785,85186,76353,107174,104003,96644
ENSG00000049540,ELN,2006,elastin,5764.70970109293,0.6083875222270916,0.09563942037944329,6.361263167565769,2.0010126048236646e-10,5.0777869861101385e-8,6327,6834,7276,4548,4598,4897
ENSG00000056558,TRAF1,7185,TNF receptor associated factor 1,6864.911729400171,-0.4248134912121438,0.06704678177023075,-6.336075796568121,2.3569087403002765e-10,5.853658665005347e-8,5237,6421,5615,8331,7933,7969
ENSG00000115267,IFIH1,64135,interferon induced with helicase C domain 1,4755.91958198439,-0.4588911787889281,0.0727216311737549,-6.310243202500401,2.78597322300033e-10,6.775138631683927e-8,3829,4359,3616,5800,5918,5247
ENSG00000198763,ND2,4536,NADH dehydrogenase subunit 2,25253.85816939095,0.7247119752759635,0.11571481605697197,6.262914291970641,3.778483217368929e-10,9.001272366601532e-8,31806,27004,33179,19619,21143,17890
ENSG00000136068,FLNB,2317,filamin B,111775.5351257649,-0.33055115356739345,0.05349364962508976,-6.179259704358577,6.44028777838999e-10,1.5035495847429272e-7,92722,108409,90731,129910,128799,124733
ENSG00000100600,LGMN,5641,legumain,4176.86766591683,-0.5074262907708319,0.08248944521272177,-6.15140869795273,7.679773268468108e-10,1.75776457574173e-7,3052,3579,3515,5470,4912,4740
ENSG00000109814,UGDH,7358,UDP-glucose 6-dehydrogenase,5914.220096690093,-0.3912082590133594,0.06373406973941673,-6.138133977837199,8.349643185979752e-10,1.8743343251911853e-7,4915,5451,4701,6908,7091,6664
ENSG00000198840,ND3,4537,NADH dehydrogenase subunit 3,5847.576611519755,0.7634484551936795,0.1252712463505856,6.094363051654198,1.0987404693934951e-9,2.4199240564585415e-7,6345,6721,8482,4773,4372,4220
ENSG00000105835,NAMPT,10135,nicotinamide phosphoribosyltransferase,20502.87036284031,-0.4147372120044286,0.06875183998247256,-6.032379818637011,1.615624916656866e-9,3.4924425281732585e-7,15645,19371,16792,25105,24941,22169
ENSG00000128606,LRRC17,10234,leucine rich repeat containing 17,4928.934843833054,0.5238496154316623,0.08710879467749778,6.013739684622049,1.8129155138732201e-9,3.847665962444018e-7,4955,6319,5853,4473,4120,3876
ENSG00000221866,PLXNA4,91584,plexin A4,712.3069958406888,-0.7967665221551691,0.13338582470569563,-5.973397277508056,2.3236311867239325e-9,4.84352622189794e-7,496,562,475,880,1023,879
ENSG00000111335,OAS2,4939,2'-5'-oligoadenylate synthetase 2,8841.035389281278,-0.4984643646058427,0.08412892573240775,-5.925005701265321,3.1228655534959e-9,6.395299930869761e-7,6965,8267,6394,11696,10788,9466
ENSG00000124831,LRRFIP1,9208,LRR binding FLII interacting protein 1,2337.353574407599,0.4625578723945007,0.07827824051188265,5.909150095476205,3.4387727271186607e-9,6.920826559251057e-7,2566,2801,2600,2012,2091,1949
ENSG00000108691,CCL2,6347,C-C motif chemokine ligand 2,168.540787199363,-1.506778677116086,0.2563783430752394,-5.877168324915383,4.1734378700638946e-9,8.257040721568787e-7,80,113,67,256,264,248
ENSG00000023445,BIRC3,330,baculoviral IAP repeat containing 3,10107.738273901407,-0.4833822792445061,0.08248704147122499,-5.860099606228823,4.625896146422823e-9,8.852145199539937e-7,8897,8346,7521,12956,12095,11285
ENSG00000099250,NRP1,8829,neuropilin 1,9469.204350576156,-0.34581545669061226,0.05898923775660976,-5.862348283214823,4.563665319692032e-9,8.852145199539937e-7,7782,9171,7630,11444,10676,10538
ENSG00000167244,IGF2,3481,insulin like growth factor 2,869.6879127683196,0.9539519225301958,0.1631098643042138,5.84852379467985,4.9595470395146575e-9,9.337547192299129e-7,1061,1035,1262,573,570,676
ENSG00000189056,RELN,5649,reelin,657.1882323292552,-0.8810056257430905,0.15214015050565657,-5.790750323402202,7.007267724306117e-9,1.2983466054892906e-6,504,467,389,998,809,822
ENSG00000196878,LAMB3,3914,laminin subunit beta 3,18569.21608965478,-0.3673468431315943,0.06352658175976762,-5.782569012146044,7.356837247590674e-9,1.3418181436113427e-6,14424,17262,16055,22166,21228,21040
ENSG00000172062,SMN1,6606,"survival of motor neuron 1, telomeric",88.84896941875255,2.821471656656969,0.4940605675099149,5.710780908659235,1.124589455438449e-8,2.0195896482050792e-06,113,107,232,30,13,25
ENSG00000140464,PML,5371,PML nuclear body scaffold,6075.3885417468055,-0.3827341602449343,0.06738615989188378,-5.679714660384322,1.349196283136862e-8,2.3862376080388773e-6,4765,5582,5176,7149,7002,7019
ENSG00000123243,ITIH5,80760,inter-alpha-trypsin inhibitor heavy chain 5,277.9464089904636,1.0651986902239299,0.18768967722589408,5.675318461664299,1.3843087986108698e-8,2.4117965083857735e-6,366,425,319,189,196,169
ENSG00000100234,TIMP3,7078,TIMP metallopeptidase inhibitor 3,5519.601143898697,0.5164007231265748,0.09169349053244125,5.631814430097104,1.783235014410749e-8,3.0611326945906873e-6,5588,6829,6698,4933,4333,4725
ENSG00000196611,MMP1,4312,matrix metallopeptidase 1,266.7851175229956,-1.2382275331631103,0.22062662022315993,-5.612321540848811,1.9963004759823384e-8,3.3772196313249034e-6,187,159,121,399,372,383
ENSG00000159173,TNNI1,7135,"troponin I1, slow skeletal type",435.6652262338002,1.2747413073221874,0.2283172998383048,5.583200695807826,2.36131985768192e-8,3.937669528388722e-6,467,615,728,307,206,273
ENSG00000166923,GREM1,26585,"gremlin 1, DAN family BMP antagonist",12768.540748876518,-0.49560186537784306,0.08882798488547887,-5.579343784695733,2.4142765684827357e-8,3.969274701957602e-6,9414,11520,10285,16028,16740,13305
ENSG00000130635,COL5A1,1289,collagen type V alpha 1 chain,37968.07604307827,0.33647761237794566,0.06106254554597263,5.5103764405730375,3.58067089209903e-8,5.805162683815553e-6,42052,43643,38935,34504,33956,34822
ENSG00000136859,ANGPTL2,23452,angiopoietin like 2,6926.305140256245,0.40866266551470126,0.0744626734238654,5.488154624646129,4.0615446481028906e-8,6.4945768051102795e-6,6909,8451,7901,6308,6020,6003
ENSG00000130066,SAT1,6303,spermidine/spermine N1-acetyltransferase 1,19431.729486130655,-0.2852886934854607,0.052287443635193984,-5.45616066977573,4.865397183198032e-8,7.674835313441978e-6,16899,18251,16386,22949,22338,20502
ENSG00000143333,RGS16,6004,regulator of G protein signaling 16,9081.720228417418,-0.35386737538069646,0.06530961676632231,-5.41830426974994,6.016695875074229e-8,9.364385459965528e-6,7275,8771,7456,10486,10442,10437
ENSG00000185482,STAC3,246329,SH3 and cysteine rich domain 3,8018.6767421167115,0.3438425667647758,0.06360013528387587,5.4063181663066056,6.433347450505849e-8,9.881113788125629e-6,8957,8981,8417,7483,7258,7028
ENSG00000129116,PALLD,23022,"palladin, cytoskeletal associated protein",4631.138254585567,0.3404250698884154,0.06457085179346297,5.27211675908044,1.3485923397191885e-7,2.0182203053259087e-5,4758,5509,4968,4253,4255,4078
ENSG00000198888,ND1,4535,NADH dehydrogenase subunit 1,27750.05833832875,0.6539882373297927,0.12399749884471825,5.274205072061821,1.3333274912018281e-7,2.0182203053259087e-5,35346,28259,35517,22544,23963,19947
ENSG00000205413,SAMD9,54809,sterile alpha motif domain containing 9,13680.63929859133,-0.5847190685975016,0.1117569387816716,-5.232060532185916,1.676308337291051e-7,2.4769047115441065e-5,11612,12019,8645,17619,18127,14870
ENSG00000146859,TMEM140,55281,transmembrane protein 140,1291.7797571802946,-0.5825269108398995,0.11160420079107682,-5.219578713980404,1.793305858973833e-7,2.5991322506878038e-5,904,1194,956,1562,1648,1558
ENSG00000213030,CGB8,94115,chorionic gonadotropin subunit beta 8,475.47464431415733,0.7128720155273711,0.13660418708496935,5.218522438729909,1.8035613150493627e-7,2.5991322506878038e-5,567,618,553,404,353,354
ENSG00000159251,ACTC1,70,actin alpha cardiac muscle 1,1482.5459095586825,0.5678636020621737,0.10909273633246638,5.205329164460379,1.936530304874291e-7,2.7567217376582435e-5,1491,1950,1777,1255,1196,1227
ENSG00000115963,RND3,390,Rho family GTPase 3,99257.29022952242,-0.26887802489550644,0.05186547068324674,-5.184143156390129,2.1701020511519445e-7,3.0520001497706804e-5,85970,94886,84138,118236,113365,102844
ENSG00000163131,CTSS,1520,cathepsin S,9070.439312087725,-0.30933403465286846,0.059771304360287575,-5.175293361313893,2.2755315285307395e-7,3.16217613482611e-5,7715,8277,7827,11154,10101,9700
ENSG00000108821,COL1A1,1277,collagen type I alpha 1 chain,609.215257671828,0.737387427765783,0.14257735757898024,5.171841029227307,2.3179875309112706e-7,3.183278640979678e-5,795,750,692,528,428,453
ENSG00000117020,AKT3,10000,AKT serine/threonine kinase 3,2502.6487536086324,0.5176371304623106,0.10047358766868884,5.1519721995915635,2.5776125337881054e-7,3.4986594310358786e-5,2733,3462,2514,2163,2154,2024
ENSG00000124813,RUNX2,860,RUNX family transcription factor 2,3894.1766151085176,0.42870599870704407,0.08413299335419114,5.095575250748972,3.4768387759847863e-7,4.664958509433381e-5,4633,4630,3884,3534,3370,3322
ENSG00000003249,DBNDD1,79007,dysbindin domain containing 1,93.18820578134576,3.4229965546561454,0.6788520682125075,5.042330597399921,4.598958405647284e-7,6.100413803309176e-5,35,135,326,17,18,14
ENSG00000068079,IFI35,3430,interferon induced protein 35,2714.39056458328,-0.5478118366992479,0.10887725153932204,-5.031462761542989,4.867516628498064e-7,6.384103551062684e-5,1789,2418,2290,3370,3367,3191
ENSG00000163568,AIM2,9447,absent in melanoma 2,1493.3733031969168,-0.46408370994981296,0.09474650608696451,-4.89816172771423,9.673740025616652e-7,1.2546840813224797e-4,1125,1315,1253,1808,1834,1691
ENSG00000130720,FIBCD1,84929,fibrinogen C domain containing 1,3878.472315197895,0.3877486804294544,0.07988393338754443,4.853900703015614,1.2105636812242318e-6,1.5528472363659845e-4,3929,4738,4281,3433,3379,3528
ENSG00000124226,RNF114,55905,ring finger protein 114,4285.035324927539,-0.30801478704954466,0.06354473093193432,-4.847212074585278,1.252085597600154e-6,1.5886516500855e-4,3673,4088,3515,5150,4706,4752
ENSG00000163430,FSTL1,11167,follistatin like 1,11950.295965695535,-0.26745284296997196,0.055695292836744584,-4.802072659065396,1.5703168840178284e-6,1.9500328709723524e-4,10640,11450,9836,13851,13376,12986
ENSG00000168014,C2CD3,26005,C2 domain containing 3 centriole elongation regulator,2012.7946414603596,0.6655779713812804,0.138570673721727,4.803166164277096,1.5617617461285654e-6,1.9500328709723524e-4,2062,2646,2561,1841,1310,1650
ENSG00000184979,USP18,11274,ubiquitin specific peptidase 18,8363.24337559046,-0.47135326223415214,0.0982042097748765,-4.799725625965355,1.5888314911933513e-6,1.9522557891263147e-4,5755,8055,6880,10343,10447,9159
ENSG00000128342,LIF,3976,LIF interleukin 6 family cytokine,10766.28114143746,0.2745169991010738,0.05728872035510728,4.7918158653128415,1.6527855857656754e-6,1.9889655817157453e-4,11565,12230,10881,10125,10104,9776
ENSG00000149591,TAGLN,6876,transgelin,4366.320732263064,-0.3731571118199321,0.07785872633223583,-4.792746162165692,1.6451372368773964e-6,1.9889655817157453e-4,3400,4227,3591,5038,5233,4900
ENSG00000138435,CHRNA1,1134,cholinergic receptor nicotinic alpha 1 subunit,1969.6723994107183,0.44906624530280953,0.09522047242027243,4.716068234998626,2.404458255193053e-6,2.864004205394746e-4,2055,2362,2271,1815,1792,1529
ENSG00000135148,TRAFD1,10906,TRAF-type zinc finger domain containing 1,3058.2052261188082,-0.3360813985232801,0.0712994936686699,-4.713657576378547,2.43309407092404e-6,2.868839099989527e-4,2571,2949,2447,3659,3424,3431
ENSG00000166922,SCG5,6447,secretogranin V,1329.0982872537759,-0.4665830512424594,0.09925404186409603,-4.700897237830677,2.5902084805730653e-6,3.023550359372939e-4,1057,1157,1069,1770,1470,1517
ENSG00000120129,DUSP1,1843,dual specificity phosphatase 1,15728.205306817716,-0.36537937124577274,0.07790604104963164,-4.690000497047467,2.7320438526222034e-6,3.096227950646503e-4,11698,15055,13754,18866,18069,17619
ENSG00000133816,MICAL2,9645,"microtubule associated monooxygenase, calponin and LIM domain containing 2",30919.403992251966,0.2409584819930078,0.05133606760757187,4.693746389672188,2.6824655531973036e-6,3.096227950646503e-4,30728,36266,31680,30122,28993,28194
ENSG00000123096,SSPN,8082,sarcospan,1102.4589091360958,0.4848019956808416,0.10353064275271386,4.682690870941526,2.8313333760075223e-6,3.1778994709745967e-4,1142,1434,1216,982,922,927
ENSG00000130592,LSP1,4046,lymphocyte specific protein 1,279.1185368607647,0.8371491411435215,0.1796016378614953,4.661144247409992,3.144562303758311e-6,3.4628750728085624e-4,351,393,311,213,196,208
ENSG00000197415,VEPH1,79674,ventricular zone expressed PH domain containing 1,2949.3166781281298,-0.30832275377764545,0.06645874904939116,-4.639310221570746,3.495739786481805e-6,3.8136234137945893e-4,2481,2777,2498,3447,3349,3255
ENSG00000185201,IFITM2,10581,interferon induced transmembrane protein 2,9088.688985404759,-0.4556475104311387,0.09841640203765757,-4.629792402457387,3.6603251411062086e-6,3.956201423345627e-4,6198,8429,7960,11222,10739,10424
ENSG00000018625,ATP1A2,477,ATPase Na+/K+ transporting subunit alpha 2,1043.0815286763682,0.7268630392839329,0.15759384989927192,4.612255108613163,3.983237010273575e-6,4.26571794687371e-4,1520,1215,1079,880,750,792
ENSG00000158714,SLAMF8,56833,SLAM family member 8,59.975298853485526,-2.1851858767017576,0.4756747071428478,-4.59386602627483,4.351087831046289e-6,4.617295295618485e-4,22,15,26,95,137,71
ENSG00000102794,ACOD1,730249,aconitate decarboxylase 1,142.44405291031953,-1.7078275175635806,0.37412011410176416,-4.564917664648834,4.996904178414758e-6,5.254852475192385e-4,87,74,36,173,238,257
ENSG00000159713,TPPP3,51673,tubulin polymerization promoting protein family member 3,1162.7220274194528,0.6303427451439151,0.13828639720308786,4.558241142244755,5.158379112193976e-6,5.328651272269051e-4,1198,1363,1583,996,934,883
ENSG00000187608,ISG15,9636,ISG15 ubiquitin like modifier,67809.45431121167,-0.4895103961015369,0.10768178191592252,-4.545897991210292,5.470152642662237e-6,5.601148403315464e-4,43712,65320,57530,83402,79616,80866
ENSG00000156804,FBXO32,114907,F-box protein 32,2169.2114656936496,0.354062577961071,0.0783568162747164,4.5185932098075465,6.22518672338782e-6,6.318835184530959e-4,2326,2513,2320,2060,2005,1805
ENSG00000058668,ATP2B4,493,ATPase plasma membrane Ca2+ transporting 4,2115.0047229462457,0.3864861550737644,0.08558079048319626,4.5160386214199635,6.30071779010373e-6,6.340368858955245e-4,2145,2680,2243,1941,1852,1854
ENSG00000153944,MSI2,124540,musashi RNA binding protein 2,1531.7935256004857,0.5882135345149876,0.13044403801109117,4.509317125440214,6.503662912223463e-6,6.488654459349101e-4,2067,1697,1629,1344,1234,1194
ENSG00000134802,SLC43A3,29015,solute carrier family 43 member 3,1811.271426539932,0.46028038187413695,0.10242777014183273,4.49370694331022,6.999393637875133e-6,6.924061180925121e-4,1860,2184,2126,1565,1489,1637
ENSG00000019549,SNAI2,6591,snail family transcriptional repressor 2,1593.812105030409,0.4346468369680881,0.0969484510591575,4.4832777854580534,7.350514199663656e-6,7.210298508628055e-4,1809,1981,1608,1516,1304,1359
ENSG00000124201,ZNFX1,57169,zinc finger NFX1-type containing 1,11594.708397583116,-0.30023372271261223,0.06737973664398422,-4.455845891754723,8.35630457212751e-6,8.128595272537037e-4,9939,11481,9222,13297,13548,12565
ENSG00000049323,LTBP1,4052,latent transforming growth factor beta binding protein 1,7707.227613185911,0.2973173749527484,0.06684450630861266,4.447895442298154,8.671571923652411e-6,8.365558600396248e-4,7897,8917,8194,7858,6749,6725
ENSG00000165949,IFI27,3429,interferon alpha inducible protein 27,1016.3306430869043,-0.6182521487803563,0.13910268555963487,-4.444573778665867,8.806628325098507e-6,8.426210855645482e-4,627,918,821,1308,1230,1253
ENSG00000102265,TIMP1,7076,TIMP metallopeptidase inhibitor 1,66000.00497548288,-0.37014471082853034,0.08357577382274069,-4.428851734159059,9.473611904010664e-6,8.990688760611096e-4,48502,62597,58513,78375,73322,77417
ENSG00000134215,VAV3,10451,vav guanine nucleotide exchange factor 3,1476.827984345936,0.38794640228469246,0.08795360199694673,4.410807442521341,1.0298587024980619e-5,9.694790834080545e-4,1646,1684,1590,1373,1316,1253
ENSG00000115414,FN1,2335,fibronectin 1,646.9250569050058,-0.7316702259957567,0.16595398327191332,-4.408874144327859,1.0390938494532705e-5,9.703474003734422e-4,561,470,397,911,781,798
ENSG00000170961,HAS2,3037,hyaluronan synthase 2,5657.86187561772,0.27261936664266934,0.06219968292371672,4.382970359784899,1.1707204611953979e-5,0.0010845888844074507,5960,6426,5826,5649,5278,4875
ENSG00000154229,PRKCA,5578,protein kinase C alpha,6315.798671323241,0.34166198981635876,0.07799061276583445,4.380809147405897,1.1823940403816207e-5,0.0010867783963287134,7035,7372,6368,5600,6091,5458
ENSG00000099194,SCD,6319,stearoyl-CoA desaturase,15897.121364053444,0.24130820053702107,0.05528030308045467,4.365175063997431,1.2702098950557188e-5,0.001158371883201985,15646,18463,16609,15593,14876,14422
ENSG00000160867,FGFR4,2264,fibroblast growth factor receptor 4,2105.303462439331,0.43918329823807145,0.10073583688749954,4.359752316631325,1.3020973943524365e-5,0.0011782467352151932,2151,2656,2334,1850,1701,1948
ENSG00000106278,PTPRZ1,5803,protein tyrosine phosphatase receptor type Z1,410.7480538757159,-0.6939705518310715,0.16006530886762554,-4.335546263837763,1.4539858886314276e-5,0.0013055674829226657,302,355,269,556,546,464
ENSG00000198842,STYXL2,92235,serine/threonine/tyrosine interacting like 2,52.90062965803187,2.0761041047258715,0.47918239288730136,4.332596805605395,1.4736083329221047e-5,0.0013130862649007426,81,104,68,12,24,26
ENSG00000102024,PLS3,5358,plastin 3,4784.953829631443,-0.27213551480120096,0.06289435945388676,-4.326866783669636,1.5124537087157219e-5,0.0013374903137756532,4178,4455,4115,5613,5478,5041
