gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,HOS_D1_1_S1_L001,HOS_D1_2_S2_L001,HOS_D1_3_S3_L001,HOS_D2_1_S4_L001,HOS_D2_2_S5_L001,HOS_D2_3_S6_L001
ENSG00000205413,SAMD9,54809,sterile alpha motif domain containing 9,10736.935886188014,-0.31823819992110913,0.029519913183695016,-10.780458531188511,4.257581065774422e-27,2.489873955655985e-24,10399,9672,9948,10919,11971,11383
ENSG00000106366,SERPINE1,5054,serpin family E member 1,10082.219559172894,-0.310466312616038,0.029900969245181003,-10.383152133641099,2.9584267171836835e-25,1.6514744778969462e-22,9936,8886,9475,10021,11906,10245
ENSG00000008517,IL32,9235,interleukin 32,15633.449576945752,-0.2801792847206085,0.028003413269729712,-10.005183368966964,1.4462351318713916e-23,7.722266806309809e-21,15247,14003,15114,15141,18104,16165
ENSG00000138755,CXCL9,4283,C-X-C motif chemokine ligand 9,3691.4053338435415,-0.5907652130629026,0.059615078582503915,-9.909660896367297,3.7792668913496527e-23,1.9338823621943784e-20,3236,3139,2873,3768,4842,4193
ENSG00000106333,PCOLCE,5118,procollagen C-endopeptidase enhancer,6729.271674259866,0.3025213753011976,0.033024429055893395,9.16053309473373,5.164156775975019e-20,2.5368403746299682e-17,8419,7153,7812,5428,6275,5653
ENSG00000105835,NAMPT,10135,nicotinamide phosphoribosyltransferase,16184.030869683957,-0.23288128553534404,0.026010179592828017,-8.95346703409761,3.444887602279996e-19,1.627179409369255e-16,16140,15059,15539,15646,17910,16781
ENSG00000163565,IFI16,3428,interferon gamma inducible protein 16,21978.039016067432,-0.22617907644040064,0.025856153113929393,-8.747591934646767,2.1795378448884378e-18,9.913668249287001e-16,21676,20648,21280,21377,24293,22538
ENSG00000131203,IDO1,3620,"indoleamine 2,3-dioxygenase 1",5294.379434031675,-0.3276358148406372,0.038062513081450776,-8.607834541548069,7.445361580231351e-18,3.265588770243615e-15,5166,4755,4833,5184,6150,5641
ENSG00000189060,H1-0,3005,H1.0 linker histone,105871.73231604433,-0.13570367608090134,0.015821029510331704,-8.577423864375067,9.702155835138837e-18,4.108695717632415e-15,110130,99584,107359,100048,114522,104573
ENSG00000149131,SERPING1,710,serpin family G member 1,14895.254901514378,-0.23701486537834787,0.027897285985742353,-8.495982924628603,1.9626485201286456e-17,8.0344288252333e-15,14871,13885,14195,14216,16823,15384
ENSG00000157654,PALM2AKAP2,445815,PALM2 and AKAP2 fusion,32421.506811094812,-0.1530635825954066,0.018245811373640654,-8.388971006054264,4.904156213053888e-17,1.942836853306929e-14,34009,30416,32080,31460,34692,32071
ENSG00000149591,TAGLN,6876,transgelin,16491.132197993884,0.2297157411036077,0.027878372825565927,8.239926431177732,1.7231657831297447e-16,6.613187182067624e-14,20280,17229,18496,13931,15136,14590
ENSG00000111335,OAS2,4939,2'-5'-oligoadenylate synthetase 2,17836.79178494994,-0.2030956502497439,0.024740404521593918,-8.20906748200006,2.229129294622972e-16,8.295738444625672e-14,18886,16224,17058,17190,20071,17735
ENSG00000077150,NFKB2,4791,nuclear factor kappa B subunit 2,9008.340313168963,-0.2428924748297457,0.02963276170666287,-8.19675456625198,2.469639608513312e-16,8.92048353886823e-14,9123,7981,8842,8968,9953,9178
ENSG00000168542,COL3A1,1281,collagen type III alpha 1 chain,16833.44092869283,0.20238854431017567,0.025315726863880093,7.994577655162613,1.3001878886782532e-15,4.562173560245037e-13,20607,17376,18696,14196,16023,14841
ENSG00000156508,EEF1A1,1915,eukaryotic translation elongation factor 1 alpha 1,173440.26177908454,0.11571428859992249,0.014843679950819488,7.795525704091602,6.4140878991167555e-15,2.1880948191403577e-12,199468,178687,188853,150227,174913,154458
ENSG00000205542,TMSB4X,7114,thymosin beta 4 X-linked,15823.90505359517,0.19304085205264793,0.025149853073866236,7.675625439467911,1.6461347783112836e-14,5.463832760119155e-12,19102,16413,17585,13696,15209,13597
ENSG00000140464,PML,5371,PML nuclear body scaffold,7964.729927190223,-0.2505188213010884,0.032690758640532336,-7.663291759478389,1.81227008075369e-14,5.856970753088439e-12,8016,6976,7885,7908,8903,8101
ENSG00000146112,PPP1R18,170954,protein phosphatase 1 regulatory subunit 18,5193.347266203235,-0.3857947977379299,0.05057816664704967,-7.627694385012552,2.3898929188819504e-14,7.52571152225365e-12,4674,4516,4946,5107,6429,5439
ENSG00000231500,RPS18,6222,ribosomal protein S18,65356.85033378504,0.15810608613510857,0.02075829838225388,7.6165244002019135,2.6059734600297226e-14,8.000990015656255e-12,77898,66345,72638,56800,64519,56581
ENSG00000163874,ZC3H12A,80149,zinc finger CCCH-type containing 12A,843.8730286181273,-0.7436125595295228,0.0983067203907152,-7.564208800518128,3.9023247715595515e-14,1.1688890370615331e-11,736,542,712,948,1124,974
ENSG00000162654,GBP4,115361,guanylate binding protein 4,10444.745383180782,-0.2095941226020453,0.027779316382865227,-7.54497049939381,4.5238989384025785e-14,1.3228095919648112e-11,10514,9611,10314,10051,11637,10570
ENSG00000177600,RPLP2,6181,ribosomal protein lateral stalk subunit P2,13155.318382512245,0.17994451863034103,0.023975291849277956,7.505415148294024,6.123422483696115e-14,1.7488779423784182e-11,15425,13760,14745,11109,12880,11539
ENSG00000168334,XIRP1,165904,xin actin binding repeat containing 1,1069.19055209373,-0.5637795995780459,0.0757948804809541,-7.438227964746426,1.0204485489144025e-13,2.8482110520949494e-11,986,844,884,1198,1280,1190
ENSG00000109320,NFKB1,4790,nuclear factor kappa B subunit 1,6014.351294865291,-0.24491280251138492,0.03324156015517642,-7.367668706525701,1.7363763089171687e-13,4.738763877735944e-11,6013,5436,5852,5886,6755,6142
ENSG00000166920,C15orf48,84419,chromosome 15 open reading frame 48,212.8495854196138,-1.2501031895220653,0.17150174287246114,-7.289157349565341,3.118996115794887e-13,8.327041586538479e-11,127,135,133,282,307,273
ENSG00000101335,MYL9,10398,myosin light chain 9,9504.806335936606,0.2025064410495003,0.027835693607413604,7.275063589418367,3.4625730786821685e-13,9.047629782828876e-11,11286,10042,10647,7948,9310,8205
ENSG00000087074,PPP1R15A,23645,protein phosphatase 1 regulatory subunit 15A,17777.71075520546,-0.19391604731529938,0.026665650168052238,-7.27212897841237,3.538654715992326e-13,9.053795534812865e-11,17909,16185,18025,17165,19636,17819
ENSG00000108691,CCL2,6347,C-C motif chemokine ligand 2,778.1363129977559,-0.6994811662471083,0.09691237739337605,-7.217665947950605,5.288743734966285e-13,1.3255318736555294e-10,633,644,583,877,945,946
ENSG00000137309,HMGA1,3159,high mobility group AT-hook 1,36941.84723298581,-0.15186288741592183,0.02109746311697403,-7.198158687322935,6.103109298769826e-13,1.4990457059638446e-10,38019,34305,37668,35006,40183,36767
ENSG00000100600,LGMN,5641,legumain,5612.349126027748,-0.25272764072989584,0.03512580782122166,-7.194927502199893,6.249396186019103e-13,1.5048791090294235e-10,5635,5061,5404,5404,6388,5788
ENSG00000183486,MX2,4600,MX dynamin like GTPase 2,22494.53900887716,-0.1830031915559727,0.025587162509019,-7.152148718775185,8.542993855355204e-13,2.0176251449541783e-10,24258,20283,21770,21630,24368,22842
ENSG00000130702,LAMA5,3911,laminin subunit alpha 5,13110.13817727665,0.24421786754846225,0.034179183095066845,7.145222484375607,8.985024131698123e-13,2.0819826671959366e-10,16147,13922,14648,11544,12072,10893
ENSG00000100316,RPL3,6122,ribosomal protein L3,40518.4623703307,0.12427840448151449,0.01745267706525346,7.12087916466067,1.07240781486187e-12,2.4389334026515974e-10,47613,41612,43679,34946,40251,36459
ENSG00000162692,VCAM1,7412,vascular cell adhesion molecule 1,1425.6386559406806,-0.4944754284192276,0.069567984200393,-7.107801585782247,1.1790589429278195e-12,2.632731432381191e-10,1316,1203,1201,1426,1766,1615
ENSG00000173193,PARP14,54625,poly(ADP-ribose) polymerase family member 14,49211.90782554397,-0.12111159730048188,0.017210453155598885,-7.037095200545721,1.9628875124118076e-12,4.304682417844537e-10,52621,47108,48466,46715,52382,48469
ENSG00000134321,RSAD2,91543,radical S-adenosyl methionine domain containing 2,3313.915602866624,-0.3509356446301741,0.05031653470306473,-6.974559092774705,3.0683155688335877e-12,6.496893707042292e-10,3188,3015,2943,3394,3674,3612
ENSG00000138035,PNPT1,87178,polyribonucleotide nucleotidyltransferase 1,11868.659213863895,-0.17768022655427648,0.025472204533975182,-6.975455395597351,3.0488160190227194e-12,6.496893707042292e-10,12219,11099,11686,11264,13102,11916
ENSG00000082641,NFE2L1,4779,NFE2 like bZIP transcription factor 1,27137.342949924852,-0.15034999158038698,0.02181151044231797,-6.893149008547473,5.4570659199691884e-12,1.1359021451379933e-9,28121,25232,27498,25840,29017,27299
ENSG00000143545,RAB13,5872,"RAB13, member RAS oncogene family",7975.743713769443,-0.2253825444950505,0.032931423583393606,-6.843996401318788,7.70138566741238e-12,1.576345289691524e-9,7910,7384,7804,7669,8818,8262
ENSG00000136244,IL6,3569,interleukin 6,1146.0935604513795,-0.5650864719546872,0.08260282495800053,-6.841006614991749,7.863862481105104e-12,1.5832146742697013e-9,1110,846,958,1281,1445,1214
ENSG00000067082,KLF6,1316,KLF transcription factor 6,9049.890136768076,-0.20241162857697048,0.029813059690062982,-6.789361128352636,1.1263118780628924e-11,2.2310058345952228e-9,9405,8322,8735,8591,10254,9061
ENSG00000177409,SAMD9L,219285,sterile alpha motif domain containing 9 like,10535.553686792897,-0.19712363152044785,0.02913866042458374,-6.765020376644986,1.3329043832423568e-11,2.598317258825299e-9,10870,9886,10090,10398,11294,10674
ENSG00000111912,NCOA7,135112,nuclear receptor coactivator 7,4732.131805577273,-0.28892901742918214,0.04291197109954479,-6.733063292733414,1.6612775195668014e-11,3.1878358152812324e-9,4850,4189,4361,4493,5482,5025
ENSG00000164587,RPS14,6208,ribosomal protein S14,15796.235542792412,0.15411736663834197,0.023032918422663796,6.6911784173513364,2.2138054900647216e-11,4.182730034382283e-9,18665,16222,17443,13611,15593,13858
ENSG00000167244,IGF2,3481,insulin like growth factor 2,2416.981336031036,0.36199488523064705,0.05412235312415257,6.688454295404678,2.2554006125605952e-11,4.196753776190405e-9,2907,2765,2863,1927,2109,2047
ENSG00000135899,SP110,3431,SP110 nuclear body protein,14815.91085205221,-0.17290113170411828,0.025872346914098173,-6.6828545658493095,2.343321067339765e-11,4.295272541492485e-9,15646,13532,14632,13952,16132,15127
ENSG00000132530,XAF1,54739,XIAP associated factor 1,31092.461081543548,-0.12532905573420097,0.01892630064310383,-6.621952070695182,3.54486007491901e-11,6.4021215558941705e-9,32799,29655,31017,29167,33231,30985
ENSG00000149289,ZC3H12C,85463,zinc finger CCCH-type containing 12C,1552.4376883130656,-0.43120069011631224,0.06542328953126308,-6.590935631725752,4.3706336132239376e-11,7.779094406377271e-9,1500,1336,1320,1678,1811,1639
ENSG00000104312,RIPK2,8767,receptor interacting serine/threonine kinase 2,4748.596097788116,-0.2454005095632815,0.037622028325446824,-6.522787858231909,6.901244134777912e-11,1.210773988845822e-8,4815,4287,4559,4580,5287,4964
ENSG00000132274,TRIM22,10346,tripartite motif containing 22,9892.93260859793,-0.20077401384374216,0.030940086543392087,-6.489122567972316,8.633770813188757e-11,1.4933991458700158e-8,9923,9117,9882,9406,10919,10139
ENSG00000157601,MX1,4599,MX dynamin like GTPase 1,73776.20784840293,-0.1354406211753557,0.020953494720044548,-6.463867864761977,1.0206000025916006e-10,1.740831754420479e-8,79070,68382,73709,68722,78555,75026
ENSG00000184979,USP18,11274,ubiquitin specific peptidase 18,6134.933200896536,-0.22195897121598987,0.034611096054240925,-6.412942568133235,1.4273730381021464e-10,2.4013107234154055e-8,6442,5451,5927,5994,6728,6290
ENSG00000270882,H4C14,8370,H4 clustered histone 14,1354.8118773262672,0.7308537827820155,0.11520254139256095,6.344076909654091,2.2376302857186426e-10,3.713559126879817e-8,1965,1873,1470,1081,1017,827
ENSG00000136193,SCRN1,9805,secernin 1,1239.3197252762748,-0.6871636065531117,0.10889315340029804,-6.310439041351437,2.782449937428786e-10,4.55616902420839e-8,882,1037,1052,1200,1682,1534
ENSG00000129226,CD68,968,CD68 molecule,1426.6374468922097,-0.5813079617788389,0.09253384526027433,-6.282111806158778,3.3400448973063854e-10,5.397248866292068e-8,1255,1277,1053,1411,1830,1692
ENSG00000169429,CXCL8,3576,C-X-C motif chemokine ligand 8,89.62492734250644,-1.6954968476380923,0.2710365930413232,-6.255601240455346,3.9598735765311295e-10,6.315741219919324e-8,45,40,48,108,155,133
ENSG00000006118,TMEM132A,54972,transmembrane protein 132A,5070.272281245445,-0.26671342810525256,0.04317397232264215,-6.177643931211246,6.506525079145155e-10,1.0111894741184759e-7,5382,4336,4777,5153,5665,5118
ENSG00000172183,ISG20,3669,interferon stimulated exonuclease gene 20,4741.669491467446,-0.2601497570393936,0.04212472711919983,-6.175701893646716,6.587017175268958e-10,1.0111894741184759e-7,4846,4209,4517,4479,5342,5065
ENSG00000185201,IFITM2,10581,interferon induced transmembrane protein 2,13381.454459611337,-0.14861383989276405,0.024053098104657118,-6.178573722442421,6.468328293086886e-10,1.0111894741184759e-7,14227,12500,13185,12600,14667,13257
ENSG00000126878,AIF1L,83543,allograft inflammatory factor 1 like,2320.8935900688007,0.3222472365365661,0.05234655591199393,6.156035118687361,7.458869028511437e-10,1.1308934634462834e-7,2788,2567,2748,1852,2173,1917
ENSG00000152223,EPG5,57724,ectopic P-granules 5 autophagy tethering factor,459.849154404228,-1.0878004926617972,0.17700191750314753,-6.145698916750173,7.961217218490475e-10,1.192337910491238e-7,401,228,303,560,513,717
ENSG00000163739,CXCL1,2919,C-X-C motif chemokine ligand 1,98.07075516222126,-1.5764055367392542,0.2570487434287715,-6.132710534630869,8.639426151053066e-10,1.2783228019407556e-7,54,43,58,132,140,150
ENSG00000168685,IL7R,3575,interleukin 7 receptor,4991.686369610405,-0.2449478950520446,0.04002223735905783,-6.120294896422326,9.34023367710205e-10,1.365564402243932e-7,5053,4518,4790,4801,5456,5323
ENSG00000124614,RPS10,6204,ribosomal protein S10,26450.604150698116,0.15299159401570553,0.02515766374987592,6.081311664580146,1.1920332739491302e-9,1.722277722043443e-7,32001,26557,29113,22507,26141,23502
ENSG00000116260,QSOX1,5768,quiescin sulfhydryl oxidase 1,13075.299964354663,-0.16163467260522305,0.02664210896889351,-6.066887302125466,1.3041299848996969e-9,1.862327947041067e-7,13989,11827,13023,12506,14344,12910
ENSG00000157657,ZNF618,114991,zinc finger protein 618,928.8737410288505,-0.5533802769429309,0.0918076349073618,-6.027606282433019,1.6640582041373926e-9,2.3232763113435822e-7,820,787,756,1103,1066,1002
ENSG00000174444,RPL4,6124,ribosomal protein L4,75264.3143696716,0.1004405326009788,0.01666360616326706,6.027538794236989,1.6647529956700205e-9,2.3232763113435822e-7,86691,76804,81361,66168,76206,66862
ENSG00000055332,EIF2AK2,5610,eukaryotic translation initiation factor 2 alpha kinase 2,23817.232135714865,-0.14476261232283652,0.02414065857348901,-5.996630617269619,2.0145358315302136e-9,2.7798330951710736e-7,24325,22780,23945,22453,25651,23891
ENSG00000089157,RPLP0,6175,ribosomal protein lateral stalk subunit P0,66800.11345838828,0.11422251423775165,0.019126630574510826,5.9719098872527345,2.3449205027244244e-9,3.1997742993287394e-7,77773,67497,73137,56889,67533,60439
ENSG00000132386,SERPINF1,5176,serpin family F member 1,2286.8723968638915,0.3109230808232436,0.052353155416144354,5.93895589199506,2.8684302017664614e-9,3.7878700331068724e-7,2816,2503,2642,1890,2135,1853
ENSG00000134326,CMPK2,129607,cytidine/uridine monophosphate kinase 2,3013.5495091049734,-0.31815626582380646,0.05356502623102798,-5.93962680894781,2.8567163232338946e-9,3.7878700331068724e-7,3024,2567,2848,2975,3296,3347
ENSG00000270276,H4C15,554313,H4 clustered histone 15,1940.9948522613188,-0.5933500678288655,0.09986666392110635,-5.941422738398531,2.825589046911341e-9,3.7878700331068724e-7,1691,1285,1901,1890,2579,2275
ENSG00000254772,EEF1G,1937,eukaryotic translation elongation factor 1 gamma,39846.00961366607,0.10042049401031912,0.01698273155712802,5.9130943495465225,3.3573972979200138e-9,4.386403852739967e-7,45563,40391,43671,34942,39893,35902
ENSG00000029153,BMAL2,56938,basic helix-loop-helix ARNT like 2,4982.023073089094,-0.20876534561322688,0.03533555180854107,-5.908082226772119,3.4611326102721067e-9,4.4743336407107094e-7,5144,4593,4792,4866,5465,5043
ENSG00000111640,GAPDH,2597,glyceraldehyde-3-phosphate dehydrogenase,6122.092641287223,-0.7238213394721663,0.12336261301967955,-5.867428727022003,4.426051626707005e-9,5.662118752873826e-7,4533,5042,4879,6364,7612,7975
ENSG00000197956,S100A6,6277,S100 calcium binding protein A6,17423.632577087938,0.16516638434718944,0.028292006512401765,5.837916949255224,5.285749187279228e-9,6.692194409172804e-7,20452,17527,19965,14666,17195,15461
ENSG00000156482,RPL30,6156,ribosomal protein L30,21897.176376958523,0.12192237412064891,0.020993995199454586,5.8074879489262905,6.341711469175634e-9,7.947199852341424e-7,25037,22386,24313,18932,21768,19690
ENSG00000112306,RPS12,6206,ribosomal protein S12,20118.996775361687,0.1833786719044371,0.031586085140148226,5.805679022606996,6.41056672309045e-9,7.952340396593316e-7,24829,20600,21924,17325,19982,16978
ENSG00000173918,C1QTNF1,114897,C1q and TNF related 1,648.5003731751518,-0.5877685081973468,0.10143429648230669,-5.79457371501435,6.849493419028131e-9,8.411862867908448e-7,576,497,557,729,846,670
ENSG00000012171,SEMA3B,7869,semaphorin 3B,608.239594900354,0.5751763880645774,0.10042347627649767,5.727509237789523,1.0191588961597064e-8,1.2270872944840543e-6,792,713,783,448,526,434
ENSG00000039523,RIPOR1,79567,RHO family interacting cell polarization regulator 1,7938.142256991092,-0.19162884888307438,0.033455077661924126,-5.727945121501568,1.0165443761337803e-8,1.2270872944840543e-6,8052,7356,7882,7422,8920,8049
ENSG00000175592,FOSL1,8061,"FOS like 1, AP-1 transcription factor subunit",9579.88889883213,-0.16958005452463484,0.02971939779072021,-5.706039392816556,1.1563524728107148e-8,1.37875385617363e-6,10030,8721,9608,9298,10608,9302
ENSG00000185650,ZFP36L1,677,ZFP36 ring finger protein like 1,6513.618237252763,-0.17808318723467784,0.0314468552413897,-5.662988742998009,1.4875892216507207e-8,1.756642618374279e-6,6802,6064,6348,6214,7167,6531
ENSG00000142871,CCN1,3491,cellular communication network factor 1,22594.64330805424,-0.14427675492715034,0.025534455283961147,-5.650277373168572,1.6018914593879653e-8,1.8736027631184382e-6,22946,21457,23014,21245,24584,22483
ENSG00000197635,DPP4,1803,dipeptidyl peptidase 4,422.51266838248023,-0.7430925866224232,0.13164888135787914,-5.644503614142934,1.656585018529548e-8,1.919294397411451e-6,304,335,351,457,533,532
ENSG00000114127,XRN1,54464,5'-3' exoribonuclease 1,5605.2277755568475,-0.1992287139375907,0.035341598539298115,-5.637229841656941,1.7280740247431977e-8,1.983409074567403e-6,5870,5207,5329,5529,6092,5618
ENSG00000167526,RPL13,6137,ribosomal protein L13,42571.84921166359,0.13625467359930554,0.02420215598750262,5.629856847037264,1.8035925242878045e-8,2.0509184991461598e-6,50917,42444,46956,37087,42513,37227
ENSG00000116717,GADD45A,1647,growth arrest and DNA damage inducible alpha,18311.5372517462,-0.16544452702317966,0.02941210176196097,-5.625049456246309,1.8545483409971987e-8,2.089514511540055e-6,18208,17528,18450,17586,19792,18338
ENSG00000071967,CYBRD1,79901,cytochrome b reductase 1,4766.721014055567,0.21418791559485936,0.03819905995043911,5.607151481548362,2.0568363181078785e-8,2.2963642566075324e-6,5790,4990,5325,3906,4584,4222
ENSG00000164054,SHISA5,51246,shisa family member 5,9262.57082857065,0.15380976565597995,0.02760156453572419,5.572501712970178,2.511070219590127e-8,2.7782390420528243e-6,10895,9525,10259,7861,9121,8273
ENSG00000168028,RPSA,3921,ribosomal protein SA,7266.477247591524,0.24744541260075573,0.044487701819801044,5.562108233934893,2.6653489114560138e-8,2.922602676927795e-6,9336,7667,7835,6029,7130,5995
ENSG00000123689,G0S2,50486,G0/G1 switch 2,4171.342924998886,-0.25088015035154515,0.0452873669063198,-5.539738065816653,3.029243890634199e-8,3.292225152290141e-6,4040,3787,4137,4042,4599,4404
ENSG00000100906,NFKBIA,4792,NFKB inhibitor alpha,3519.0673150757325,-0.24672480575448416,0.04470403135406246,-5.51907285050844,3.407929021512159e-8,3.6712961678237566e-6,3481,3156,3478,3427,3893,3672
ENSG00000161016,RPL8,6132,ribosomal protein L8,36559.29233680898,0.1001667365563161,0.01817565320364757,5.5110391595837775,3.567213406433179e-8,3.8094737256005104e-6,42056,36778,40119,31974,36685,32964
ENSG00000125347,IRF1,3659,interferon regulatory factor 1,13015.226590295617,-0.15665120528727144,0.028520571888855446,-5.492568869156641,3.961289973165953e-8,4.193845013831989e-6,13524,12022,13151,12054,14325,13149
ENSG00000150630,VEGFC,7424,vascular endothelial growth factor C,1535.1235846736422,-0.33926529109349135,0.06232902232967224,-5.4431351305181845,5.2350902577919064e-8,5.4950549962343934e-6,1468,1363,1427,1540,1773,1624
ENSG00000146872,TLK2,11011,tousled like kinase 2,3848.8716851111985,-0.2519016209027948,0.046305372622174934,-5.440008505236883,5.3278027625661556e-8,5.54497845144703e-6,3883,3352,3817,3800,4466,3792
ENSG00000132256,TRIM5,85363,tripartite motif containing 5,2007.7355319004569,-0.2930954118429781,0.05404182991094204,-5.423491623543896,5.844595541015803e-8,6.031720826824797e-6,2018,1766,1890,2004,2264,2096
ENSG00000105193,RPS16,6217,ribosomal protein S16,20345.126182325137,0.10879484241494984,0.020074658098028927,5.419511599334889,5.976207274037259e-8,6.116150127704298e-6,23592,20678,22114,17917,20164,18276
ENSG00000177954,RPS27,6232,ribosomal protein S27,29470.44506228248,0.09799369327882136,0.01809713709619081,5.414872681682211,6.133233139262928e-8,6.224978196965952e-6,34162,29846,31814,25750,29599,26635
ENSG00000137965,IFI44,10561,interferon induced protein 44,5316.174578032767,-0.18919373010471835,0.03504589029495802,-5.398456952081975,6.721649113540747e-8,6.766276456015895e-6,5418,4967,5225,5120,5891,5299
ENSG00000118523,CCN2,1490,cellular communication network factor 2,12441.268837040288,0.14442604530032296,0.026831389667552843,5.382726988418984,7.336577094242908e-8,7.325244170276191e-6,14667,12704,13713,10703,11933,11370
ENSG00000167693,NXN,64359,nucleoredoxin,6895.282116249077,0.18761157296824058,0.03498125101117015,5.363203646099814,8.17587405368105e-8,8.097412036552983e-6,8249,7020,7834,5802,6821,5955
ENSG00000171858,RPS21,6227,ribosomal protein S21,12788.120235436105,0.18654932885204462,0.034962883602325516,5.3356391015653095,9.520860623748565e-8,9.35405514562049e-6,15829,12750,14298,10878,12634,10953
ENSG00000140988,RPS2,6187,ribosomal protein S2,88932.2754736625,0.08851951543809111,0.016606526412035697,5.330405241997867,9.799385378821099e-8,9.551289828357295e-6,101381,88940,97889,78058,89047,81083
ENSG00000068305,MEF2A,4205,myocyte enhancer factor 2A,1357.4757882609758,-0.41387459156346057,0.07781353319779875,-5.318799629768882,1.0445409038463775e-7,1.0100792787509734e-5,1227,1141,1289,1428,1699,1345
ENSG00000083845,RPS5,6193,ribosomal protein S5,14722.51997581507,0.17977897465984707,0.033854277220556284,5.310376986890314,1.0939870462776379e-7,1.0496292902605992e-5,17921,14488,16839,12458,14377,12928
